QUOTE_READTIME,CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,INFLATION%,PRICECLOSE,ROI %,y
2022-01-05 15:00:00,474.0 2022-01-07,471.69,1/7/2022,2.04,0.344,0.06538,0.15074,-0.40846,0.01179,0.13661,9952,1.28,474,0.005,2.31,0.8,0.55,-57.03125,0.0
2022-01-05 15:00:00,475.0 2022-01-07,471.69,1/7/2022,2.04,0.27673,0.06096,0.13782,-0.35256,0.00969,0.1333,18824,0.94,475,0.007,3.31,0.8,0.39,-58.51063829787233,0.0
2022-01-05 15:00:00,476.0 2022-01-07,471.69,1/7/2022,2.04,0.21498,0.05423,0.11988,-0.29226,0.00813,0.13059,22826,0.65,476,0.009,4.31,0.8,0.29,-55.38461538461539,0.0
2022-01-05 15:00:00,477.0 2022-01-07,471.69,1/7/2022,2.04,0.16096,0.04617,0.10052,-0.22956,0.00549,0.12919,42011,0.44,477,0.011,5.31,0.8,0.21,-52.27272727272727,0.0
2022-01-05 15:00:00,478.0 2022-01-07,471.69,1/7/2022,2.04,0.11833,0.03766,0.08183,-0.17709,0.00452,0.12845,28874,0.3,478,0.013,6.31,0.8,0.15,-50.0,0.0
2022-01-05 15:00:00,479.0 2022-01-07,471.69,1/7/2022,2.04,0.08557,0.0296,0.06375,-0.13118,0.00331,0.1282,15772,0.2,479,0.015,7.31,0.8,0.11,-45.00000000000001,0.0
2022-01-05 15:00:00,480.0 2022-01-07,471.69,1/7/2022,2.04,0.06266,0.02306,0.05066,-0.10024,0.00232,0.13058,41739,0.15,480,0.018,8.31,0.8,0.09,-40.0,0.0
2022-01-05 15:00:00,481.0 2022-01-07,471.69,1/7/2022,2.04,0.04339,0.01718,0.03768,-0.0707,0.00148,0.13074,10812,0.09,481,0.02,9.31,0.8,0.07,-22.22222222222221,1.0
2022-01-05 15:00:00,482.0 2022-01-07,471.69,1/7/2022,2.04,0.03037,0.01282,0.02841,-0.05098,0.00084,0.13241,5538,0.07,482,0.022,10.31,0.8,0.06,-14.285714285714302,1.0
2022-01-05 15:00:00,483.0 2022-01-07,471.69,1/7/2022,2.04,0.02181,0.00945,0.02113,-0.03668,0.00077,0.13474,3990,0.05,483,0.024,11.31,0.8,0.04,-20.000000000000007,1.0
2022-01-05 15:00:00,484.0 2022-01-07,471.69,1/7/2022,2.04,0.01763,0.00747,0.01727,-0.02922,0.00023,0.13938,6207,0.04,484,0.026,12.31,0.8,0.03,-25.0,1.0
2022-01-05 15:00:00,485.0 2022-01-07,471.69,1/7/2022,2.04,0.01221,0.00544,0.01286,-0.02134,0.00032,0.14126,6527,0.03,485,0.028,13.31,0.8,0.03,0.0,1.0
2022-01-05 15:00:00,486.0 2022-01-07,471.69,1/7/2022,2.04,0.00774,0.00366,0.00855,-0.0134,0.00023,0.1417,2188,0.02,486,0.03,14.31,0.8,0.02,0.0,1.0
2022-01-05 15:00:00,487.0 2022-01-07,471.69,1/7/2022,2.04,0.0076,0.00334,0.008,-0.01377,0.00032,0.14961,482,0.01,487,0.032,15.31,0.8,0.01,0.0,1.0
2022-01-05 15:00:00,488.0 2022-01-07,471.69,1/7/2022,2.04,0.00704,0.00303,0.00764,-0.01376,0.00037,0.15853,779,0.01,488,0.035,16.31,0.8,0.01,0.0,1.0
2022-01-05 15:00:00,489.0 2022-01-07,471.69,1/7/2022,2.04,0.00673,0.00272,0.00757,-0.0139,0.00071,0.16713,1605,0.01,489,0.037,17.31,0.8,0.01,0.0,1.0
2022-01-05 15:00:00,490.0 2022-01-07,471.69,1/7/2022,2.04,0.00258,0.00126,0.00283,-0.00439,0.00011,0.15609,1923,0.02,490,0.039,18.31,0.8,0.02,0.0,1.0
2022-01-05 15:00:00,491.0 2022-01-07,471.69,1/7/2022,2.04,0.00413,0.00185,0.00491,-0.00904,0.00063,0.17549,58,0.01,491,0.041,19.31,0.8,0.01,0.0,1.0
2022-01-05 15:30:00,474.0 2022-01-07,470.3,1/7/2022,2.02,0.26485,0.05652,0.13304,-0.36462,0.0091,0.14202,12622,0.92,474,0.008,3.7,0.8,0.55,-40.21739130434783,0.0
2022-01-05 15:30:00,475.0 2022-01-07,470.3,1/7/2022,2.02,0.20637,0.05037,0.11636,-0.3005,0.00722,0.13831,24605,0.65,475,0.01,4.7,0.8,0.39,-40.0,0.0
2022-01-05 15:30:00,476.0 2022-01-07,470.3,1/7/2022,2.02,0.15281,0.04292,0.09598,-0.23049,0.00549,0.13502,24596,0.44,476,0.012,5.7,0.8,0.29,-34.09090909090909,0.0
2022-01-05 15:30:00,477.0 2022-01-07,470.3,1/7/2022,2.02,0.11141,0.03499,0.07689,-0.17356,0.00433,0.13259,44715,0.29,477,0.014,6.7,0.8,0.21,-27.586206896551722,1.0
2022-01-05 15:30:00,478.0 2022-01-07,470.3,1/7/2022,2.02,0.07973,0.02747,0.06029,-0.12805,0.00326,0.13228,31930,0.2,478,0.016,7.7,0.8,0.15,-25.00000000000001,1.0
2022-01-05 15:30:00,479.0 2022-01-07,470.3,1/7/2022,2.02,0.05776,0.02122,0.04715,-0.09522,0.00231,0.13347,17251,0.13,479,0.019,8.7,0.8,0.11,-15.384615384615385,1.0
2022-01-05 15:30:00,480.0 2022-01-07,470.3,1/7/2022,2.02,0.04257,0.01626,0.03699,-0.0708,0.00112,0.13613,45534,0.1,480,0.021,9.7,0.8,0.09,-10.000000000000009,1.0
2022-01-05 15:30:00,481.0 2022-01-07,470.3,1/7/2022,2.02,0.02975,0.01211,0.02795,-0.05119,0.00092,0.13719,11229,0.07,481,0.023,10.7,0.8,0.07,0.0,1.0
2022-01-05 15:30:00,482.0 2022-01-07,470.3,1/7/2022,2.02,0.02507,0.00989,0.02414,-0.04483,0.00123,0.14396,6908,0.05,482,0.025,11.7,0.8,0.06,19.999999999999996,1.0
2022-01-05 15:30:00,483.0 2022-01-07,470.3,1/7/2022,2.02,0.01633,0.00712,0.01706,-0.02963,0.00017,0.14364,5243,0.04,483,0.027,12.7,0.8,0.04,0.0,1.0
2022-01-05 15:30:00,484.0 2022-01-07,470.3,1/7/2022,2.02,0.01606,0.00638,0.01591,-0.03016,0.0001,0.15388,6496,0.03,484,0.029,13.7,0.8,0.03,0.0,1.0
2022-01-05 15:30:00,485.0 2022-01-07,470.3,1/7/2022,2.02,0.01133,0.00468,0.01208,-0.02206,6e-05,0.15522,6994,0.03,485,0.031,14.7,0.8,0.03,0.0,1.0
2022-01-05 15:30:00,486.0 2022-01-07,470.3,1/7/2022,2.02,0.00762,0.00318,0.00786,-0.01349,0.00016,0.15457,2538,0.02,486,0.033,15.7,0.8,0.02,0.0,1.0
2022-01-05 15:30:00,487.0 2022-01-07,470.3,1/7/2022,2.02,0.00695,0.00287,0.00792,-0.0135,-3e-05,0.1633,508,0.01,487,0.036,16.7,0.8,0.01,0.0,1.0
2022-01-05 15:30:00,488.0 2022-01-07,470.3,1/7/2022,2.02,0.00694,0.00267,0.00728,-0.01318,0.00047,0.17139,801,0.02,488,0.038,17.7,0.8,0.01,-50.0,0.0
2022-01-05 15:30:00,489.0 2022-01-07,470.3,1/7/2022,2.02,0.0062,0.00247,0.00684,-0.01337,0.00051,0.18008,1822,0.01,489,0.04,18.7,0.8,0.01,0.0,1.0
2022-01-05 15:30:00,490.0 2022-01-07,470.3,1/7/2022,2.02,0.00262,0.00113,0.00304,-0.00466,-0.00013,0.16776,1935,0.01,490,0.042,19.7,0.8,0.02,100.0,2.0
2022-01-05 15:30:00,491.0 2022-01-07,470.3,1/7/2022,2.02,0.00458,0.00167,0.0047,-0.00896,0.00055,0.1884,58,0.01,491,0.044,20.7,0.8,0.01,0.0,1.0
2022-01-05 16:00:00,474.0 2022-01-07,468.46,1/7/2022,2.0,0.17615,0.04406,0.10488,-0.27828,0.00658,0.14551,16184,0.55,474,0.012,5.54,0.8,0.55,0.0,1.0
2022-01-05 16:00:00,475.0 2022-01-07,468.46,1/7/2022,2.0,0.13514,0.03711,0.0879,-0.22205,0.00519,0.14446,31278,0.39,475,0.014,6.54,0.8,0.39,0.0,1.0
2022-01-05 16:00:00,476.0 2022-01-07,468.46,1/7/2022,2.0,0.10394,0.03056,0.07329,-0.17839,0.00408,0.14564,28693,0.29,476,0.016,7.54,0.8,0.29,0.0,1.0
2022-01-05 16:00:00,477.0 2022-01-07,468.46,1/7/2022,2.0,0.07814,0.02463,0.05912,-0.13979,0.00279,0.14706,46649,0.21,477,0.018,8.54,0.8,0.21,0.0,1.0
2022-01-05 16:00:00,478.0 2022-01-07,468.46,1/7/2022,2.0,0.05761,0.0193,0.04692,-0.1034,0.00157,0.14733,38649,0.15,478,0.02,9.54,0.8,0.15,0.0,1.0
2022-01-05 16:00:00,479.0 2022-01-07,468.46,1/7/2022,2.0,0.04309,0.01506,0.03727,-0.07933,0.0015,0.1495,18271,0.11,479,0.022,10.54,0.8,0.11,0.0,1.0
2022-01-05 16:00:00,480.0 2022-01-07,468.46,1/7/2022,2.0,0.03487,0.01229,0.03117,-0.06649,0.00163,0.15424,48262,0.09,480,0.025,11.54,0.8,0.09,0.0,1.0
2022-01-05 16:00:00,481.0 2022-01-07,468.46,1/7/2022,2.0,0.02633,0.00971,0.02461,-0.0522,0.00081,0.1575,11680,0.07,481,0.027,12.54,0.8,0.07,0.0,1.0
2022-01-05 16:00:00,482.0 2022-01-07,468.46,1/7/2022,2.0,0.02244,0.00802,0.02157,-0.04512,0.00097,0.16391,7433,0.06,482,0.029,13.54,0.8,0.06,0.0,1.0
2022-01-05 16:00:00,483.0 2022-01-07,468.46,1/7/2022,2.0,0.0153,0.00578,0.01563,-0.03014,0.00098,0.16297,5320,0.04,483,0.031,14.54,0.8,0.04,0.0,1.0
2022-01-05 16:00:00,484.0 2022-01-07,468.46,1/7/2022,2.0,0.01144,0.00429,0.01142,-0.02188,-9e-05,0.16363,6638,0.03,484,0.033,15.54,0.8,0.03,0.0,1.0
2022-01-05 16:00:00,485.0 2022-01-07,468.46,1/7/2022,2.0,0.0106,0.00394,0.01144,-0.02194,0.00078,0.17335,7089,0.03,485,0.035,16.54,0.8,0.03,0.0,1.0
2022-01-05 16:00:00,486.0 2022-01-07,468.46,1/7/2022,2.0,0.00633,0.00272,0.00753,-0.01372,0.0007,0.17159,2605,0.02,486,0.037,17.54,0.8,0.02,0.0,1.0
2022-01-05 16:00:00,487.0 2022-01-07,468.46,1/7/2022,2.0,0.00637,0.00244,0.00697,-0.0132,0.00034,0.17948,634,0.01,487,0.04,18.54,0.8,0.01,0.0,1.0
2022-01-05 16:00:00,488.0 2022-01-07,468.46,1/7/2022,2.0,0.00568,0.00225,0.00692,-0.01372,0.00015,0.18776,827,0.01,488,0.042,19.54,0.8,0.01,0.0,1.0
2022-01-05 16:00:00,489.0 2022-01-07,468.46,1/7/2022,2.0,0.00599,0.00213,0.00688,-0.01375,-0.00016,0.1965,1892,0.01,489,0.044,20.54,0.8,0.01,0.0,1.0
2022-01-05 16:00:00,490.0 2022-01-07,468.46,1/7/2022,2.0,0.00199,0.00097,0.00275,-0.00474,0.0,0.18273,2320,0.02,490,0.046,21.54,0.8,0.02,0.0,1.0
2022-01-05 16:00:00,491.0 2022-01-07,468.46,1/7/2022,2.0,0.00232,0.0009,0.00314,-0.00507,-0.00012,0.19076,59,0.01,491,0.048,22.54,0.8,0.01,0.0,1.0
2022-01-10 09:30:00,460.0 2022-01-14,462.95,1/14/2022,4.27,0.61193,0.03599,0.20794,-0.42158,0.03626,0.19681,0,7.76,460,0.006,-2.95,0.8,11.29,45.48969072164948,2.0
2022-01-10 09:30:00,461.0 2022-01-14,462.95,1/14/2022,4.27,0.57635,0.03733,0.21185,-0.42631,0.03429,0.19396,0,7.02,461,0.004,-1.95,0.8,10.76,53.27635327635327,2.0
2022-01-10 09:30:00,462.0 2022-01-14,462.95,1/14/2022,4.27,0.53879,0.03868,0.21504,-0.4231,0.03283,0.18966,0,6.25,462,0.002,-0.95,0.8,9.7,55.19999999999998,2.0
2022-01-10 09:30:00,462.5 2022-01-14,462.95,1/14/2022,4.27,0.51989,0.0392,0.21612,-0.42134,0.03097,0.18713,0,5.87,462,0.001,-0.45,0.8,9.02,53.66269165247017,2.0
2022-01-10 09:30:00,463.0 2022-01-14,462.95,1/14/2022,4.27,0.50024,0.04002,0.21618,-0.41761,0.03038,0.18521,3,3.88,463,0.0,0.05,0.8,8.95,130.67010309278348,2.0
2022-01-10 09:30:00,464.0 2022-01-14,462.95,1/14/2022,4.27,0.45958,0.04034,0.2153,-0.40705,0.02774,0.18207,0,4.88,464,0.002,1.05,0.8,7.56,54.91803278688525,2.0
2022-01-10 09:30:00,465.0 2022-01-14,462.95,1/14/2022,4.27,0.41729,0.04063,0.2113,-0.39059,0.02538,0.17788,1,2.75,465,0.004,2.05,0.8,6.71,144.0,2.0
2022-01-10 09:30:00,466.0 2022-01-14,462.95,1/14/2022,4.27,0.37385,0.04054,0.20568,-0.36748,0.02259,0.17245,2,2.19,466,0.007,3.05,0.8,5.9,169.40639269406398,2.0
2022-01-10 09:30:00,467.0 2022-01-14,462.95,1/14/2022,4.27,0.33118,0.03956,0.19616,-0.34421,0.02022,0.16992,0,3.03,467,0.009,4.05,0.8,4.83,59.405940594059416,2.0
2022-01-10 09:30:00,467.5 2022-01-14,462.95,1/14/2022,4.27,0.30915,0.03908,0.19095,-0.32596,0.01964,0.16603,1,1.66,468,0.01,4.55,0.8,4.79,188.5542168674699,2.0
2022-01-10 09:30:00,468.0 2022-01-14,462.95,1/14/2022,4.27,0.28771,0.03824,0.18506,-0.31246,0.01759,0.16485,4,1.5,468,0.011,5.05,0.8,4.0,166.66666666666666,2.0
2022-01-10 09:30:00,469.0 2022-01-14,462.95,1/14/2022,4.27,0.24703,0.03613,0.17107,-0.28076,0.01555,0.16143,27,1.2,469,0.013,6.05,0.8,3.29,174.16666666666666,2.0
2022-01-10 09:30:00,470.0 2022-01-14,462.95,1/14/2022,4.27,0.2068,0.03345,0.15472,-0.24538,0.01261,0.15775,16,0.98,470,0.015,7.05,0.8,2.81,186.73469387755102,2.0
2022-01-10 09:30:00,471.0 2022-01-14,462.95,1/14/2022,4.27,0.17164,0.03034,0.13826,-0.21241,0.01047,0.15486,0,1.28,471,0.017,8.05,0.8,2.06,60.9375,2.0
2022-01-10 09:30:00,472.0 2022-01-14,462.95,1/14/2022,4.27,0.14041,0.02691,0.12173,-0.18158,0.00886,0.15301,33,0.56,472,0.02,9.05,0.8,1.6,185.71428571428572,2.0
2022-01-10 09:30:00,472.5 2022-01-14,462.95,1/14/2022,4.27,0.12549,0.02515,0.11217,-0.16528,0.00748,0.15223,0,0.86,472,0.021,9.55,0.8,1.36,58.13953488372094,2.0
2022-01-10 09:30:00,473.0 2022-01-14,462.95,1/14/2022,4.27,0.11323,0.02335,0.10452,-0.15121,0.00677,0.15173,0,0.7,473,0.022,10.05,0.8,1.16,65.71428571428571,2.0
2022-01-10 09:30:00,474.0 2022-01-14,462.95,1/14/2022,4.27,0.08959,0.01994,0.08779,-0.12379,0.00569,0.15034,409,0.32,474,0.024,11.05,0.8,0.9,181.25,2.0
2022-01-10 09:30:00,475.0 2022-01-14,462.95,1/14/2022,4.27,0.06956,0.0166,0.07303,-0.09935,0.00441,0.14811,9,0.25,475,0.026,12.05,0.8,0.63,152.0,2.0
2022-01-10 09:30:00,476.0 2022-01-14,462.95,1/14/2022,4.27,0.05642,0.01408,0.06221,-0.08439,0.0037,0.14975,7,0.2,476,0.028,13.05,0.8,0.4,100.0,2.0
2022-01-10 09:30:00,477.0 2022-01-14,462.95,1/14/2022,4.27,0.04351,0.01151,0.05097,-0.0672,0.00259,0.14919,12,0.14,477,0.03,14.05,0.8,0.26,85.7142857142857,2.0
2022-01-10 09:30:00,477.5 2022-01-14,462.95,1/14/2022,4.27,0.03869,0.01029,0.04628,-0.05992,0.00289,0.14962,0,0.19,478,0.031,14.55,0.8,0.22,15.789473684210531,1.0
2022-01-10 10:00:00,460.0 2022-01-14,459.29,1/14/2022,4.25,0.47723,0.03583,0.21318,-0.46413,0.02843,0.20758,1072,4.11,460,0.002,0.71,0.8,11.29,174.6958637469586,2.0
2022-01-10 10:00:00,461.0 2022-01-14,459.29,1/14/2022,4.25,0.44018,0.03633,0.21163,-0.44835,0.02676,0.20285,990,3.44,461,0.004,1.71,0.8,10.76,212.7906976744186,2.0
2022-01-10 10:00:00,462.0 2022-01-14,459.29,1/14/2022,4.25,0.40117,0.03655,0.2074,-0.42752,0.02408,0.19713,1339,3.03,462,0.006,2.71,0.8,9.7,220.13201320132012,2.0
2022-01-10 10:00:00,462.5 2022-01-14,459.29,1/14/2022,4.25,0.38231,0.03648,0.20437,-0.41708,0.02309,0.19508,844,2.74,462,0.007,3.21,0.8,9.02,229.19708029197076,2.0
2022-01-10 10:00:00,463.0 2022-01-14,459.29,1/14/2022,4.25,0.36212,0.03636,0.20118,-0.40289,0.02186,0.1929,643,2.46,463,0.008,3.71,0.8,8.95,263.8211382113821,2.0
2022-01-10 10:00:00,464.0 2022-01-14,459.29,1/14/2022,4.25,0.32186,0.03572,0.19234,-0.37347,0.01949,0.18694,873,2.05,464,0.01,4.71,0.8,7.56,268.7804878048781,2.0
2022-01-10 10:00:00,465.0 2022-01-14,459.29,1/14/2022,4.25,0.28248,0.03457,0.18108,-0.34194,0.01701,0.18293,1073,1.66,465,0.012,5.71,0.8,6.71,304.21686746987956,2.0
2022-01-10 10:00:00,466.0 2022-01-14,459.29,1/14/2022,4.25,0.24399,0.03287,0.16797,-0.30491,0.01459,0.17801,645,1.27,466,0.015,6.71,0.8,5.9,364.5669291338583,2.0
2022-01-10 10:00:00,467.0 2022-01-14,459.29,1/14/2022,4.25,0.20652,0.03073,0.15283,-0.26836,0.013,0.17365,629,1.09,467,0.017,7.71,0.8,4.83,343.11926605504584,2.0
2022-01-10 10:00:00,467.5 2022-01-14,459.29,1/14/2022,4.25,0.18871,0.02939,0.1453,-0.25002,0.01176,0.17145,373,0.94,468,0.018,8.21,0.8,4.79,409.57446808510645,2.0
2022-01-10 10:00:00,468.0 2022-01-14,459.29,1/14/2022,4.25,0.17311,0.02802,0.13738,-0.23262,0.01106,0.17021,768,0.83,468,0.019,8.71,0.8,4.0,381.9277108433735,2.0
2022-01-10 10:00:00,469.0 2022-01-14,459.29,1/14/2022,4.25,0.14166,0.02516,0.12087,-0.19688,0.00846,0.16646,691,0.65,469,0.021,9.71,0.8,3.29,406.15384615384613,2.0
2022-01-10 10:00:00,470.0 2022-01-14,459.29,1/14/2022,4.25,0.11553,0.02203,0.10489,-0.16554,0.00671,0.16419,2106,0.5,470,0.023,10.71,0.8,2.81,462.0,2.0
2022-01-10 10:00:00,471.0 2022-01-14,459.29,1/14/2022,4.25,0.09289,0.01903,0.08945,-0.13785,0.00578,0.16292,253,0.37,471,0.025,11.71,0.8,2.06,456.7567567567568,2.0
2022-01-10 10:00:00,472.0 2022-01-14,459.29,1/14/2022,4.25,0.0747,0.01624,0.07625,-0.11346,0.00459,0.16179,705,0.29,472,0.028,12.71,0.8,1.6,451.72413793103453,2.0
2022-01-10 10:00:00,472.5 2022-01-14,459.29,1/14/2022,4.25,0.06571,0.01478,0.06886,-0.10113,0.00358,0.16085,69,0.22,472,0.029,13.21,0.8,1.36,518.1818181818182,2.0
2022-01-10 10:00:00,473.0 2022-01-14,459.29,1/14/2022,4.25,0.05883,0.0136,0.06332,-0.09222,0.0033,0.16087,439,0.21,473,0.03,13.71,0.8,1.16,452.38095238095235,2.0
2022-01-10 10:00:00,474.0 2022-01-14,459.29,1/14/2022,4.25,0.04629,0.01137,0.05318,-0.07495,0.00263,0.16113,869,0.15,474,0.032,14.71,0.8,0.9,500.0,2.0
2022-01-10 10:00:00,475.0 2022-01-14,459.29,1/14/2022,4.25,0.03916,0.00959,0.04572,-0.0643,0.0023,0.1629,1252,0.12,475,0.034,15.71,0.8,0.63,425.0,2.0
2022-01-10 10:00:00,476.0 2022-01-14,459.29,1/14/2022,4.25,0.02831,0.00767,0.03536,-0.04855,0.00185,0.16122,173,0.1,476,0.036,16.71,0.8,0.4,300.0,2.0
2022-01-10 10:00:00,477.0 2022-01-14,459.29,1/14/2022,4.25,0.02295,0.00629,0.02943,-0.04022,0.00133,0.16246,172,0.08,477,0.039,17.71,0.8,0.26,225.0,2.0
2022-01-10 10:00:00,477.5 2022-01-14,459.29,1/14/2022,4.25,0.0232,0.00603,0.0297,-0.04043,0.00105,0.16665,128,0.07,478,0.04,18.21,0.8,0.22,214.28571428571428,2.0
2022-01-10 10:30:00,460.0 2022-01-14,458.18,1/14/2022,4.23,0.43696,0.03582,0.20988,-0.45539,0.0259,0.20638,3083,3.51,460,0.004,1.82,0.8,11.29,221.65242165242165,2.0
2022-01-10 10:30:00,461.0 2022-01-14,458.18,1/14/2022,4.23,0.3998,0.03581,0.20648,-0.43779,0.02393,0.20203,1668,2.92,461,0.006,2.82,0.8,10.76,268.4931506849315,2.0
2022-01-10 10:30:00,462.0 2022-01-14,458.18,1/14/2022,4.23,0.36148,0.03555,0.20007,-0.41273,0.02192,0.19772,2486,2.54,462,0.008,3.82,0.8,9.7,281.8897637795275,2.0
2022-01-10 10:30:00,462.5 2022-01-14,458.18,1/14/2022,4.23,0.3418,0.03536,0.19588,-0.39811,0.02029,0.19489,1480,2.24,462,0.009,4.32,0.8,9.02,302.67857142857133,2.0
2022-01-10 10:30:00,463.0 2022-01-14,458.18,1/14/2022,4.23,0.32275,0.03498,0.19126,-0.38308,0.01992,0.19256,1015,2.1,463,0.011,4.82,0.8,8.95,326.1904761904761,2.0
2022-01-10 10:30:00,464.0 2022-01-14,458.18,1/14/2022,4.23,0.28463,0.0337,0.18089,-0.35263,0.01726,0.18816,1542,1.73,464,0.013,5.82,0.8,7.56,336.9942196531792,2.0
2022-01-10 10:30:00,465.0 2022-01-14,458.18,1/14/2022,4.23,0.24692,0.03216,0.16866,-0.31791,0.01542,0.18356,3242,1.42,465,0.015,6.82,0.8,6.71,372.5352112676057,2.0
2022-01-10 10:30:00,466.0 2022-01-14,458.18,1/14/2022,4.23,0.211,0.03012,0.15458,-0.28239,0.01296,0.18041,851,1.08,466,0.017,7.82,0.8,5.9,446.2962962962963,2.0
2022-01-10 10:30:00,467.0 2022-01-14,458.18,1/14/2022,4.23,0.17704,0.02763,0.13848,-0.24425,0.01124,0.17568,1526,0.86,467,0.019,8.82,0.8,4.83,461.6279069767442,2.0
2022-01-10 10:30:00,467.5 2022-01-14,458.18,1/14/2022,4.23,0.16161,0.02631,0.13143,-0.22852,0.00964,0.17452,944,0.74,468,0.02,9.32,0.8,4.79,547.2972972972973,2.0
2022-01-10 10:30:00,468.0 2022-01-14,458.18,1/14/2022,4.23,0.14633,0.02491,0.12342,-0.2099,0.00888,0.17298,968,0.67,468,0.021,9.82,0.8,4.0,497.01492537313425,2.0
2022-01-10 10:30:00,469.0 2022-01-14,458.18,1/14/2022,4.23,0.12138,0.02208,0.10829,-0.1793,0.00747,0.1706,2774,0.51,469,0.024,10.82,0.8,3.29,545.0980392156863,2.0
2022-01-10 10:30:00,470.0 2022-01-14,458.18,1/14/2022,4.23,0.09853,0.01925,0.09281,-0.14974,0.00614,0.16902,5618,0.42,470,0.026,11.82,0.8,2.81,569.047619047619,2.0
2022-01-10 10:30:00,471.0 2022-01-14,458.18,1/14/2022,4.23,0.079,0.01643,0.07854,-0.12383,0.00478,0.167,361,0.31,471,0.028,12.82,0.8,2.06,564.516129032258,2.0
2022-01-10 10:30:00,472.0 2022-01-14,458.18,1/14/2022,4.23,0.06417,0.01401,0.06679,-0.10328,0.00356,0.16676,878,0.24,472,0.03,13.82,0.8,1.6,566.6666666666667,2.0
2022-01-10 10:30:00,472.5 2022-01-14,458.18,1/14/2022,4.23,0.05689,0.01286,0.06108,-0.09319,0.00384,0.16705,379,0.21,472,0.031,14.32,0.8,1.36,547.6190476190477,2.0
2022-01-10 10:30:00,473.0 2022-01-14,458.18,1/14/2022,4.23,0.04995,0.01168,0.05622,-0.08319,0.00285,0.16584,1100,0.19,473,0.032,14.82,0.8,1.16,510.52631578947364,2.0
2022-01-10 10:30:00,474.0 2022-01-14,458.18,1/14/2022,4.23,0.04058,0.00974,0.04665,-0.06875,0.0023,0.16659,1216,0.14,474,0.035,15.82,0.8,0.9,542.8571428571428,2.0
2022-01-10 10:30:00,475.0 2022-01-14,458.18,1/14/2022,4.23,0.03281,0.00819,0.03928,-0.05697,0.00158,0.16754,2551,0.11,475,0.037,16.82,0.8,0.63,472.72727272727275,2.0
2022-01-10 10:30:00,476.0 2022-01-14,458.18,1/14/2022,4.23,0.02725,0.00692,0.03419,-0.04972,0.0016,0.17035,348,0.1,476,0.039,17.82,0.8,0.4,300.0,2.0
2022-01-10 10:30:00,477.0 2022-01-14,458.18,1/14/2022,4.23,0.02213,0.00577,0.0287,-0.04042,0.00135,0.1719,273,0.08,477,0.041,18.82,0.8,0.26,225.0,2.0
2022-01-10 10:30:00,477.5 2022-01-14,458.18,1/14/2022,4.23,0.01993,0.00518,0.0253,-0.0365,0.00098,0.17114,280,0.07,478,0.042,19.32,0.8,0.22,214.28571428571428,2.0
2022-01-10 11:00:00,460.0 2022-01-14,457.79,1/14/2022,4.21,0.42245,0.0357,0.20802,-0.45263,0.02508,0.2054,5024,3.35,460,0.005,2.21,0.8,11.29,237.0149253731343,2.0
2022-01-10 11:00:00,461.0 2022-01-14,457.79,1/14/2022,4.21,0.38511,0.03582,0.20346,-0.4301,0.02353,0.20086,2165,2.79,461,0.007,3.21,0.8,10.76,285.663082437276,2.0
2022-01-10 11:00:00,462.0 2022-01-14,457.79,1/14/2022,4.21,0.3464,0.03535,0.19603,-0.40349,0.02084,0.19639,2909,2.44,462,0.009,4.21,0.8,9.7,297.54098360655735,2.0
2022-01-10 11:00:00,462.5 2022-01-14,457.79,1/14/2022,4.21,0.32727,0.03495,0.19242,-0.39004,0.02009,0.1939,1972,2.22,462,0.01,4.71,0.8,9.02,306.3063063063063,2.0
2022-01-10 11:00:00,463.0 2022-01-14,457.79,1/14/2022,4.21,0.30805,0.03451,0.18677,-0.37453,0.01896,0.19141,1507,2.03,463,0.011,5.21,0.8,8.95,340.88669950738915,2.0
2022-01-10 11:00:00,464.0 2022-01-14,457.79,1/14/2022,4.21,0.26975,0.03315,0.17661,-0.34218,0.01638,0.18712,2525,1.65,464,0.014,6.21,0.8,7.56,358.1818181818182,2.0
2022-01-10 11:00:00,465.0 2022-01-14,457.79,1/14/2022,4.21,0.23444,0.03128,0.16298,-0.30829,0.01391,0.18392,4280,1.33,465,0.016,7.21,0.8,6.71,404.5112781954887,2.0
2022-01-10 11:00:00,466.0 2022-01-14,457.79,1/14/2022,4.21,0.1995,0.02911,0.14911,-0.27277,0.0118,0.18017,1037,1.07,466,0.018,8.21,0.8,5.9,451.4018691588785,2.0
2022-01-10 11:00:00,467.0 2022-01-14,457.79,1/14/2022,4.21,0.16587,0.02666,0.1333,-0.23376,0.01049,0.17534,1758,0.83,467,0.02,9.21,0.8,4.83,481.9277108433735,2.0
2022-01-10 11:00:00,467.5 2022-01-14,457.79,1/14/2022,4.21,0.15196,0.02521,0.12532,-0.21753,0.00912,0.17447,1057,0.71,468,0.021,9.71,0.8,4.79,574.6478873239437,2.0
2022-01-10 11:00:00,468.0 2022-01-14,457.79,1/14/2022,4.21,0.13874,0.02387,0.11767,-0.20269,0.00837,0.17439,1068,0.64,468,0.022,10.21,0.8,4.0,525.0,2.0
