QUOTE_READTIME,CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,INFLATION%,PRICECLOSE,ROI %,y
2022-02-22 09:30:00,442.0 2022-02-25,432.08,2/25/2022,3.27,0.19868,0.02446,0.12603,-0.40178,0.00936,0.25203,5,1.22,442,0.023,9.92,0.6,0.08,-93.44262295081968,0.0
2022-02-22 09:30:00,443.0 2022-02-25,432.08,2/25/2022,3.27,0.17256,0.02274,0.1156,-0.35876,0.00781,0.24825,3,1.03,443,0.025,10.92,0.6,0.07,-93.20388349514563,0.0
2022-02-22 09:30:00,444.0 2022-02-25,432.08,2/25/2022,3.27,0.14843,0.02084,0.10451,-0.31598,0.00645,0.24559,1,0.84,444,0.028,11.92,0.6,0.06,-92.85714285714286,0.0
2022-02-22 09:30:00,445.0 2022-02-25,432.08,2/25/2022,3.27,0.12608,0.01881,0.09395,-0.27529,0.00543,0.24246,13,0.67,445,0.03,12.92,0.6,0.04,-94.02985074626866,0.0
2022-02-22 09:30:00,446.0 2022-02-25,432.08,2/25/2022,3.27,0.10597,0.01682,0.08279,-0.23588,0.00489,0.24007,5,0.54,446,0.032,13.92,0.6,0.04,-92.5925925925926,0.0
2022-02-22 09:30:00,447.0 2022-02-25,432.08,2/25/2022,3.27,0.08882,0.01492,0.07238,-0.20146,0.00412,0.23808,2,0.44,447,0.035,14.92,0.6,0.04,-90.9090909090909,0.0
2022-02-22 09:30:00,448.0 2022-02-25,432.08,2/25/2022,3.27,0.07292,0.01307,0.06282,-0.16943,0.00311,0.23632,14,0.35,448,0.037,15.92,0.6,0.04,-88.57142857142857,0.0
2022-02-22 09:30:00,449.0 2022-02-25,432.08,2/25/2022,3.27,0.06099,0.01132,0.05464,-0.14231,0.00278,0.23471,0,0.63,449,0.039,16.92,0.6,0.03,-95.23809523809523,0.0
2022-02-22 10:00:00,432.0 2022-02-25,434.16,2/25/2022,3.25,0.56905,0.02875,0.1777,-0.72468,0.02664,0.30155,962,6.66,432,0.005,-2.16,0.6,0.68,-89.7897897897898,0.0
2022-02-22 10:00:00,433.0 2022-02-25,434.16,2/25/2022,3.25,0.54113,0.02934,0.17988,-0.72409,0.02489,0.29835,1068,6.0,433,0.003,-1.16,0.6,0.55,-90.83333333333333,0.0
2022-02-22 10:00:00,434.0 2022-02-25,434.16,2/25/2022,3.25,0.51165,0.02994,0.18027,-0.71682,0.02365,0.29426,1144,5.47,434,0.0,-0.16,0.6,0.47,-91.40767824497257,0.0
2022-02-22 10:00:00,435.0 2022-02-25,434.16,2/25/2022,3.25,0.48053,0.03034,0.18083,-0.70634,0.02262,0.28949,2955,4.86,435,0.002,0.84,0.6,0.33,-93.20987654320987,0.0
2022-02-22 10:00:00,436.0 2022-02-25,434.16,2/25/2022,3.25,0.44933,0.03064,0.17963,-0.69031,0.02079,0.28569,1569,4.3,436,0.004,1.84,0.6,0.27,-93.72093023255815,0.0
2022-02-22 10:00:00,437.0 2022-02-25,434.16,2/25/2022,3.25,0.41831,0.03074,0.17691,-0.66761,0.01916,0.28056,1430,3.8,437,0.007,2.84,0.6,0.22,-94.21052631578948,0.0
2022-02-22 10:00:00,438.0 2022-02-25,434.16,2/25/2022,3.25,0.38623,0.03055,0.17309,-0.64233,0.01744,0.27606,1306,3.35,438,0.009,3.84,0.6,0.18,-94.6268656716418,0.0
2022-02-22 10:00:00,439.0 2022-02-25,434.16,2/25/2022,3.25,0.35248,0.03032,0.16831,-0.60575,0.01608,0.2701,472,2.87,439,0.011,4.84,0.6,0.14,-95.1219512195122,0.0
2022-02-22 10:00:00,440.0 2022-02-25,434.16,2/25/2022,3.25,0.3205,0.0297,0.16201,-0.57279,0.01488,0.2661,3600,2.48,440,0.013,5.84,0.6,0.12,-95.16129032258065,0.0
2022-02-22 10:00:00,441.0 2022-02-25,434.16,2/25/2022,3.25,0.2883,0.02886,0.15492,-0.5315,0.01323,0.26124,595,2.14,441,0.016,6.84,0.6,0.1,-95.32710280373831,0.0
2022-02-22 10:00:00,442.0 2022-02-25,434.16,2/25/2022,3.25,0.25565,0.02773,0.14593,-0.4856,0.01157,0.25583,1936,1.8,442,0.018,7.84,0.6,0.08,-95.55555555555556,0.0
2022-02-22 10:00:00,443.0 2022-02-25,434.16,2/25/2022,3.25,0.22487,0.02637,0.13627,-0.43895,0.01027,0.25104,675,1.52,443,0.02,8.84,0.6,0.07,-95.39473684210526,0.0
2022-02-22 10:00:00,444.0 2022-02-25,434.16,2/25/2022,3.25,0.19557,0.02474,0.12483,-0.39294,0.00946,0.24693,1155,1.19,444,0.023,9.84,0.6,0.06,-94.9579831932773,0.0
2022-02-22 10:00:00,445.0 2022-02-25,434.16,2/25/2022,3.25,0.16824,0.02289,0.11337,-0.34522,0.00818,0.24178,1350,0.99,445,0.025,10.84,0.6,0.04,-95.95959595959596,0.0
2022-02-22 10:00:00,446.0 2022-02-25,434.16,2/25/2022,3.25,0.14279,0.02089,0.1027,-0.30064,0.00688,0.23814,577,0.77,446,0.027,11.84,0.6,0.04,-94.8051948051948,0.0
2022-02-22 10:00:00,447.0 2022-02-25,434.16,2/25/2022,3.25,0.11917,0.0188,0.09028,-0.25529,0.00555,0.23384,370,0.61,447,0.03,12.84,0.6,0.04,-93.44262295081968,0.0
2022-02-22 10:00:00,448.0 2022-02-25,434.16,2/25/2022,3.25,0.09861,0.01662,0.07883,-0.21436,0.00434,0.23051,306,0.48,448,0.032,13.84,0.6,0.04,-91.66666666666666,0.0
2022-02-22 10:00:00,449.0 2022-02-25,434.16,2/25/2022,3.25,0.08045,0.01454,0.06829,-0.17941,0.00347,0.22765,518,0.38,449,0.034,14.84,0.6,0.03,-92.10526315789474,0.0
2022-02-22 10:30:00,432.0 2022-02-25,435.44,2/25/2022,3.23,0.60857,0.02912,0.17391,-0.68462,0.02797,0.29093,1300,7.15,432,0.008,-3.44,0.6,0.68,-90.4895104895105,0.0
2022-02-22 10:30:00,433.0 2022-02-25,435.44,2/25/2022,3.23,0.58034,0.03005,0.17707,-0.68976,0.02688,0.28743,1670,6.44,433,0.006,-2.44,0.6,0.55,-91.45962732919256,0.0
2022-02-22 10:30:00,434.0 2022-02-25,435.44,2/25/2022,3.23,0.55011,0.03067,0.17909,-0.69303,0.0256,0.28448,1951,5.78,434,0.003,-1.44,0.6,0.47,-91.86851211072664,0.0
2022-02-22 10:30:00,435.0 2022-02-25,435.44,2/25/2022,3.23,0.51998,0.03134,0.18111,-0.68871,0.0242,0.28112,4601,5.3,435,0.001,-0.44,0.6,0.33,-93.77358490566039,0.0
2022-02-22 10:30:00,436.0 2022-02-25,435.44,2/25/2022,3.23,0.4885,0.03176,0.18113,-0.67907,0.02263,0.277,2208,4.69,436,0.001,0.56,0.6,0.27,-94.24307036247335,0.0
2022-02-22 10:30:00,437.0 2022-02-25,435.44,2/25/2022,3.23,0.4552,0.03217,0.17997,-0.66263,0.02082,0.27231,1967,4.13,437,0.004,1.56,0.6,0.22,-94.67312348668281,0.0
2022-02-22 10:30:00,438.0 2022-02-25,435.44,2/25/2022,3.23,0.42179,0.03219,0.17729,-0.64307,0.01909,0.26773,1754,3.67,438,0.006,2.56,0.6,0.18,-95.09536784741144,0.0
2022-02-22 10:30:00,439.0 2022-02-25,435.44,2/25/2022,3.23,0.38912,0.032,0.17399,-0.61807,0.01848,0.26349,992,3.15,439,0.008,3.56,0.6,0.14,-95.55555555555554,0.0
2022-02-22 10:30:00,440.0 2022-02-25,435.44,2/25/2022,3.23,0.35428,0.03173,0.16894,-0.58604,0.01692,0.25943,5738,2.7,440,0.01,4.56,0.6,0.12,-95.55555555555556,0.0
2022-02-22 10:30:00,441.0 2022-02-25,435.44,2/25/2022,3.23,0.32104,0.03109,0.16239,-0.5496,0.01437,0.25478,1841,2.36,441,0.013,5.56,0.6,0.1,-95.76271186440678,0.0
2022-02-22 10:30:00,442.0 2022-02-25,435.44,2/25/2022,3.23,0.2866,0.03009,0.15448,-0.50805,0.01294,0.24934,4112,2.0,442,0.015,6.56,0.6,0.08,-96.0,0.0
2022-02-22 10:30:00,443.0 2022-02-25,435.44,2/25/2022,3.23,0.25431,0.02887,0.14549,-0.46641,0.0114,0.24479,1595,1.62,443,0.017,7.56,0.6,0.07,-95.67901234567901,0.0
2022-02-22 10:30:00,444.0 2022-02-25,435.44,2/25/2022,3.23,0.22164,0.02728,0.13469,-0.42012,0.01076,0.23992,1489,1.36,444,0.02,8.56,0.6,0.06,-95.58823529411765,0.0
2022-02-22 10:30:00,445.0 2022-02-25,435.44,2/25/2022,3.23,0.19221,0.02549,0.12357,-0.37289,0.00942,0.2362,1910,1.08,445,0.022,9.56,0.6,0.04,-96.2962962962963,0.0
2022-02-22 10:30:00,446.0 2022-02-25,435.44,2/25/2022,3.23,0.16356,0.02351,0.1114,-0.32629,0.00744,0.23217,1031,0.89,446,0.024,10.56,0.6,0.04,-95.50561797752809,0.0
2022-02-22 10:30:00,447.0 2022-02-25,435.44,2/25/2022,3.23,0.13751,0.02127,0.09936,-0.28086,0.0065,0.22794,607,0.57,447,0.027,11.56,0.6,0.04,-92.98245614035088,0.0
2022-02-22 10:30:00,448.0 2022-02-25,435.44,2/25/2022,3.23,0.11347,0.01898,0.08697,-0.2368,0.00503,0.22445,423,0.56,448,0.029,12.56,0.6,0.04,-92.85714285714286,0.0
2022-02-22 10:30:00,449.0 2022-02-25,435.44,2/25/2022,3.23,0.09212,0.01663,0.0745,-0.19488,0.00451,0.22058,656,0.42,449,0.031,13.56,0.6,0.03,-92.85714285714286,0.0
2022-02-22 11:00:00,432.0 2022-02-25,431.79,2/25/2022,3.21,0.50028,0.03082,0.17911,-0.70582,0.02265,0.28897,1535,5.09,432,0.0,0.21,0.6,0.68,-86.64047151277013,0.0
2022-02-22 11:00:00,433.0 2022-02-25,431.79,2/25/2022,3.21,0.46886,0.03113,0.17848,-0.69394,0.02128,0.28545,1948,4.48,433,0.003,1.21,0.6,0.55,-87.72321428571429,0.0
2022-02-22 11:00:00,434.0 2022-02-25,431.79,2/25/2022,3.21,0.43685,0.0312,0.17619,-0.67801,0.01968,0.28199,2860,4.04,434,0.005,2.21,0.6,0.47,-88.36633663366337,0.0
2022-02-22 11:00:00,435.0 2022-02-25,431.79,2/25/2022,3.21,0.40392,0.03122,0.17337,-0.6522,0.01887,0.27694,6500,3.54,435,0.007,3.21,0.6,0.33,-90.67796610169492,0.0
2022-02-22 11:00:00,436.0 2022-02-25,431.79,2/25/2022,3.21,0.37117,0.03088,0.16928,-0.62524,0.0169,0.27316,2748,3.1,436,0.01,4.21,0.6,0.27,-91.29032258064515,0.0
2022-02-22 11:00:00,437.0 2022-02-25,431.79,2/25/2022,3.21,0.33824,0.0305,0.16386,-0.5913,0.01508,0.26753,2220,2.67,437,0.012,5.21,0.6,0.22,-91.76029962546816,0.0
2022-02-22 11:00:00,438.0 2022-02-25,431.79,2/25/2022,3.21,0.30574,0.02972,0.15716,-0.55247,0.01443,0.26275,2338,2.29,438,0.014,6.21,0.6,0.18,-92.13973799126637,0.0
2022-02-22 11:00:00,439.0 2022-02-25,431.79,2/25/2022,3.21,0.273,0.02868,0.14898,-0.51046,0.01269,0.2584,1901,1.9,439,0.017,7.21,0.6,0.14,-92.63157894736842,0.0
2022-02-22 11:00:00,440.0 2022-02-25,431.79,2/25/2022,3.21,0.24233,0.02737,0.13983,-0.46811,0.01066,0.25435,11072,1.62,440,0.019,8.21,0.6,0.12,-92.5925925925926,0.0
2022-02-22 11:00:00,441.0 2022-02-25,431.79,2/25/2022,3.21,0.21176,0.02593,0.12975,-0.41907,0.00992,0.24899,2084,1.3,441,0.021,9.21,0.6,0.1,-92.3076923076923,0.0
2022-02-22 11:00:00,442.0 2022-02-25,431.79,2/25/2022,3.21,0.18312,0.02412,0.11858,-0.37323,0.00849,0.24497,9231,1.11,442,0.024,10.21,0.6,0.08,-92.7927927927928,0.0
2022-02-22 11:00:00,443.0 2022-02-25,431.79,2/25/2022,3.21,0.1556,0.0222,0.10702,-0.32458,0.007,0.2409,1967,0.92,443,0.026,11.21,0.6,0.07,-92.3913043478261,0.0
2022-02-22 11:00:00,444.0 2022-02-25,431.79,2/25/2022,3.21,0.13063,0.02004,0.09568,-0.27816,0.00595,0.23679,1604,0.72,444,0.028,12.21,0.6,0.06,-91.66666666666666,0.0
2022-02-22 11:00:00,445.0 2022-02-25,431.79,2/25/2022,3.21,0.10874,0.0179,0.08403,-0.23717,0.00468,0.23285,2730,0.55,445,0.031,13.21,0.6,0.04,-92.72727272727272,0.0
2022-02-22 11:00:00,446.0 2022-02-25,431.79,2/25/2022,3.21,0.0902,0.0157,0.07295,-0.19837,0.00458,0.22968,1419,0.42,446,0.033,14.21,0.6,0.04,-90.47619047619048,0.0
2022-02-22 11:00:00,447.0 2022-02-25,431.79,2/25/2022,3.21,0.07291,0.01355,0.06149,-0.16197,0.00341,0.22633,678,0.32,447,0.035,15.21,0.6,0.04,-87.5,0.0
2022-02-22 11:00:00,448.0 2022-02-25,431.79,2/25/2022,3.21,0.05735,0.01152,0.05185,-0.13011,0.00296,0.22341,497,0.26,448,0.038,16.21,0.6,0.04,-84.61538461538461,0.0
2022-02-22 11:00:00,449.0 2022-02-25,431.79,2/25/2022,3.21,0.04536,0.0097,0.04288,-0.10417,0.00194,0.22135,779,0.19,449,0.04,17.21,0.6,0.03,-84.21052631578947,0.0
2022-02-22 11:30:00,432.0 2022-02-25,431.34,2/25/2022,3.19,0.4861,0.03077,0.17787,-0.70907,0.02228,0.2901,2143,4.86,432,0.002,0.66,0.6,0.68,-86.0082304526749,0.0
2022-02-22 11:30:00,433.0 2022-02-25,431.34,2/25/2022,3.19,0.45439,0.0309,0.17706,-0.69654,0.02059,0.2868,2794,4.35,433,0.004,1.66,0.6,0.55,-87.35632183908046,0.0
2022-02-22 11:30:00,434.0 2022-02-25,431.34,2/25/2022,3.19,0.42298,0.03101,0.17465,-0.67687,0.01871,0.28283,3977,3.75,434,0.006,2.66,0.6,0.47,-87.46666666666667,0.0
2022-02-22 11:30:00,435.0 2022-02-25,431.34,2/25/2022,3.19,0.39073,0.03088,0.17197,-0.65229,0.01803,0.2786,8145,3.39,435,0.008,3.66,0.6,0.33,-90.2654867256637,0.0
2022-02-22 11:30:00,436.0 2022-02-25,431.34,2/25/2022,3.19,0.35837,0.03049,0.16635,-0.62079,0.01585,0.27419,4028,3.02,436,0.011,4.66,0.6,0.27,-91.05960264900662,0.0
2022-02-22 11:30:00,437.0 2022-02-25,431.34,2/25/2022,3.19,0.32618,0.0299,0.1608,-0.58647,0.01503,0.27028,2555,2.54,437,0.013,5.66,0.6,0.22,-91.33858267716536,0.0
2022-02-22 11:30:00,438.0 2022-02-25,431.34,2/25/2022,3.19,0.29363,0.02907,0.15351,-0.54586,0.01302,0.26532,2835,2.27,438,0.015,6.66,0.6,0.18,-92.07048458149781,0.0
2022-02-22 11:30:00,439.0 2022-02-25,431.34,2/25/2022,3.19,0.26098,0.028,0.14541,-0.5006,0.01205,0.26019,2726,1.84,439,0.018,7.66,0.6,0.14,-92.3913043478261,0.0
2022-02-22 11:30:00,440.0 2022-02-25,431.34,2/25/2022,3.19,0.23068,0.02658,0.13593,-0.45752,0.01083,0.25603,12435,1.47,440,0.02,8.66,0.6,0.12,-91.83673469387756,0.0
2022-02-22 11:30:00,441.0 2022-02-25,431.34,2/25/2022,3.19,0.20133,0.02504,0.1254,-0.40933,0.00885,0.25189,2282,1.3,441,0.022,9.66,0.6,0.1,-92.3076923076923,0.0
2022-02-22 11:30:00,442.0 2022-02-25,431.34,2/25/2022,3.19,0.17367,0.02322,0.115,-0.36283,0.00785,0.24751,10720,1.02,442,0.025,10.66,0.6,0.08,-92.15686274509804,0.0
2022-02-22 11:30:00,443.0 2022-02-25,431.34,2/25/2022,3.19,0.14843,0.02126,0.10373,-0.31687,0.00712,0.24355,2156,0.86,443,0.027,11.66,0.6,0.07,-91.86046511627907,0.0
2022-02-22 11:30:00,444.0 2022-02-25,431.34,2/25/2022,3.19,0.12454,0.01922,0.0916,-0.27161,0.00557,0.23985,1733,0.65,444,0.029,12.66,0.6,0.06,-90.76923076923077,0.0
2022-02-22 11:30:00,445.0 2022-02-25,431.34,2/25/2022,3.19,0.10393,0.01703,0.0802,-0.22988,0.00477,0.23633,2978,0.51,445,0.032,13.66,0.6,0.04,-92.15686274509804,0.0
2022-02-22 11:30:00,446.0 2022-02-25,431.34,2/25/2022,3.19,0.08524,0.01493,0.06926,-0.1907,0.00382,0.23259,1490,0.42,446,0.034,14.66,0.6,0.04,-90.47619047619048,0.0
2022-02-22 11:30:00,447.0 2022-02-25,431.34,2/25/2022,3.19,0.07021,0.01298,0.05935,-0.15946,0.0028,0.23115,1980,0.31,447,0.036,15.66,0.6,0.04,-87.09677419354838,0.0
2022-02-22 11:30:00,448.0 2022-02-25,431.34,2/25/2022,3.19,0.0566,0.01108,0.05122,-0.1315,0.00298,0.22923,563,0.29,448,0.039,16.66,0.6,0.04,-86.20689655172413,0.0
2022-02-22 11:30:00,449.0 2022-02-25,431.34,2/25/2022,3.19,0.04439,0.0093,0.04275,-0.10528,0.00183,0.22688,932,0.22,449,0.041,17.66,0.6,0.03,-86.36363636363636,0.0
2022-02-22 12:00:00,432.0 2022-02-25,431.22,2/25/2022,3.17,0.48261,0.03095,0.17747,-0.70755,0.022,0.28835,3487,4.75,432,0.002,0.78,0.6,0.68,-85.68421052631578,0.0
2022-02-22 12:00:00,433.0 2022-02-25,431.22,2/25/2022,3.17,0.45086,0.03116,0.17631,-0.69347,0.02018,0.28517,3494,4.23,433,0.004,1.78,0.6,0.55,-86.99763593380615,0.0
2022-02-22 12:00:00,434.0 2022-02-25,431.22,2/25/2022,3.17,0.41831,0.0312,0.17378,-0.67199,0.01852,0.2804,4629,3.72,434,0.006,2.78,0.6,0.47,-87.36559139784946,0.0
2022-02-22 12:00:00,435.0 2022-02-25,431.22,2/25/2022,3.17,0.3857,0.03101,0.1706,-0.64634,0.01777,0.27646,9322,3.27,435,0.009,3.78,0.6,0.33,-89.90825688073394,0.0
2022-02-22 12:00:00,436.0 2022-02-25,431.22,2/25/2022,3.17,0.35314,0.03065,0.1652,-0.61422,0.01602,0.27211,4542,2.78,436,0.011,4.78,0.6,0.27,-90.28776978417265,0.0
2022-02-22 12:00:00,437.0 2022-02-25,431.22,2/25/2022,3.17,0.32069,0.02995,0.15958,-0.57828,0.01413,0.26788,2775,2.42,437,0.013,5.78,0.6,0.22,-90.9090909090909,0.0
2022-02-22 12:00:00,438.0 2022-02-25,431.22,2/25/2022,3.17,0.2875,0.02913,0.15154,-0.53706,0.01341,0.26344,3357,2.08,438,0.016,6.78,0.6,0.18,-91.34615384615384,0.0
2022-02-22 12:00:00,439.0 2022-02-25,431.22,2/25/2022,3.17,0.25636,0.02798,0.14366,-0.4941,0.01199,0.25846,2838,1.74,439,0.018,7.78,0.6,0.14,-91.95402298850574,0.0
2022-02-22 12:00:00,440.0 2022-02-25,431.22,2/25/2022,3.17,0.22602,0.02654,0.13333,-0.44866,0.00986,0.25423,13574,1.47,440,0.02,8.78,0.6,0.12,-91.83673469387756,0.0
2022-02-22 12:00:00,441.0 2022-02-25,431.22,2/25/2022,3.17,0.19561,0.02485,0.12314,-0.39996,0.00858,0.25,2393,1.2,441,0.023,9.78,0.6,0.1,-91.66666666666666,0.0
2022-02-22 12:00:00,442.0 2022-02-25,431.22,2/25/2022,3.17,0.16841,0.02298,0.11221,-0.35245,0.0074,0.24504,10903,0.98,442,0.025,10.78,0.6,0.08,-91.83673469387756,0.0
2022-02-22 12:00:00,443.0 2022-02-25,431.22,2/25/2022,3.17,0.14256,0.02098,0.10003,-0.30466,0.00609,0.24088,2268,0.76,443,0.027,11.78,0.6,0.07,-90.78947368421053,0.0
2022-02-22 12:00:00,444.0 2022-02-25,431.22,2/25/2022,3.17,0.11905,0.01887,0.089,-0.261,0.00531,0.23726,1805,0.61,444,0.03,12.78,0.6,0.06,-90.1639344262295,0.0
2022-02-22 12:00:00,445.0 2022-02-25,431.22,2/25/2022,3.17,0.09904,0.01674,0.0777,-0.22048,0.00486,0.23476,3211,0.48,445,0.032,13.78,0.6,0.04,-91.66666666666666,0.0
2022-02-22 12:00:00,446.0 2022-02-25,431.22,2/25/2022,3.17,0.08071,0.01459,0.06652,-0.18255,0.00338,0.23123,1908,0.38,446,0.034,14.78,0.6,0.04,-89.47368421052632,0.0
2022-02-22 12:00:00,447.0 2022-02-25,431.22,2/25/2022,3.17,0.06636,0.01265,0.05771,-0.15235,0.00274,0.22952,2073,0.29,447,0.037,15.78,0.6,0.04,-86.20689655172413,0.0
2022-02-22 12:00:00,448.0 2022-02-25,431.22,2/25/2022,3.17,0.05335,0.01067,0.04857,-0.12369,0.00193,0.22674,582,0.21,448,0.039,16.78,0.6,0.04,-80.95238095238095,0.0
2022-02-22 12:00:00,449.0 2022-02-25,431.22,2/25/2022,3.17,0.04275,0.0091,0.04113,-0.10139,0.00178,0.22591,963,0.18,449,0.041,17.78,0.6,0.03,-83.33333333333334,0.0
2022-02-22 12:30:00,432.0 2022-02-25,430.45,2/25/2022,3.15,0.45777,0.03111,0.17615,-0.70267,0.02091,0.28759,3937,4.39,432,0.004,1.55,0.6,0.68,-84.51025056947607,0.0
2022-02-22 12:30:00,433.0 2022-02-25,430.45,2/25/2022,3.15,0.42579,0.03117,0.17428,-0.6831,0.01951,0.28374,3621,3.88,433,0.006,2.55,0.6,0.55,-85.82474226804123,0.0
2022-02-22 12:30:00,434.0 2022-02-25,430.45,2/25/2022,3.15,0.39368,0.03099,0.17063,-0.65935,0.01801,0.28047,5206,3.44,434,0.008,3.55,0.6,0.47,-86.33720930232558,0.0
2022-02-22 12:30:00,435.0 2022-02-25,430.45,2/25/2022,3.15,0.36153,0.03058,0.1664,-0.62964,0.01608,0.27562,11329,2.98,435,0.011,4.55,0.6,0.33,-88.9261744966443,0.0
2022-02-22 12:30:00,436.0 2022-02-25,430.45,2/25/2022,3.15,0.32942,0.02997,0.16046,-0.59506,0.01499,0.27181,5084,2.59,436,0.013,5.55,0.6,0.27,-89.57528957528957,0.0
2022-02-22 12:30:00,437.0 2022-02-25,430.45,2/25/2022,3.15,0.29716,0.02914,0.15304,-0.55637,0.01376,0.26705,2897,2.25,437,0.015,6.55,0.6,0.22,-90.22222222222223,0.0
2022-02-22 12:30:00,438.0 2022-02-25,430.45,2/25/2022,3.15,0.2652,0.02811,0.14586,-0.51423,0.01203,0.26322,4350,1.88,438,0.018,7.55,0.6,0.18,-90.42553191489363,0.0
2022-02-22 12:30:00,439.0 2022-02-25,430.45,2/25/2022,3.15,0.23509,0.02676,0.13665,-0.4686,0.01082,0.25882,2905,1.62,439,0.02,8.55,0.6,0.14,-91.35802469135803,0.0
2022-02-22 12:30:00,440.0 2022-02-25,430.45,2/25/2022,3.15,0.2058,0.0252,0.12631,-0.42236,0.00911,0.25486,14214,1.31,440,0.022,9.55,0.6,0.12,-90.83969465648856,0.0
2022-02-22 12:30:00,441.0 2022-02-25,430.45,2/25/2022,3.15,0.17798,0.02344,0.11566,-0.37458,0.00763,0.25026,2734,1.1,441,0.025,10.55,0.6,0.1,-90.9090909090909,0.0
2022-02-22 12:30:00,442.0 2022-02-25,430.45,2/25/2022,3.15,0.15224,0.02152,0.10433,-0.32806,0.00729,0.24705,11304,0.87,442,0.027,11.55,0.6,0.08,-90.80459770114942,0.0
2022-02-22 12:30:00,443.0 2022-02-25,430.45,2/25/2022,3.15,0.12892,0.01946,0.09267,-0.28322,0.00602,0.24363,2337,0.72,443,0.029,12.55,0.6,0.07,-90.27777777777779,0.0
2022-02-22 12:30:00,444.0 2022-02-25,430.45,2/25/2022,3.15,0.10806,0.01743,0.08179,-0.24157,0.0045,0.24016,1952,0.54,444,0.031,13.55,0.6,0.06,-88.88888888888889,0.0
2022-02-22 12:30:00,445.0 2022-02-25,430.45,2/25/2022,3.15,0.08832,0.01526,0.07087,-0.20189,0.00416,0.23636,3444,0.42,445,0.034,14.55,0.6,0.04,-90.47619047619048,0.0
2022-02-22 12:30:00,446.0 2022-02-25,430.45,2/25/2022,3.15,0.07304,0.01327,0.06113,-0.1696,0.00338,0.23462,1979,0.33,446,0.036,15.55,0.6,0.04,-87.87878787878788,0.0
2022-02-22 12:30:00,447.0 2022-02-25,430.45,2/25/2022,3.15,0.05868,0.01137,0.05141,-0.13671,0.00268,0.2318,2119,0.27,447,0.038,16.55,0.6,0.04,-85.18518518518519,0.0
2022-02-22 12:30:00,448.0 2022-02-25,430.45,2/25/2022,3.15,0.04818,0.00976,0.04453,-0.11541,0.00254,0.23174,693,0.2,448,0.041,17.55,0.6,0.04,-80.0,0.0
2022-02-22 12:30:00,449.0 2022-02-25,430.45,2/25/2022,3.15,0.0385,0.00814,0.03656,-0.09246,0.00135,0.22977,1234,0.16,449,0.043,18.55,0.6,0.03,-81.25,0.0
2022-02-22 13:00:00,432.0 2022-02-25,429.45,2/25/2022,3.12,0.42736,0.03081,0.17346,-0.69459,0.019,0.28861,5702,3.91,432,0.006,2.55,0.6,0.68,-82.6086956521739,0.0
2022-02-22 13:00:00,433.0 2022-02-25,429.45,2/25/2022,3.12,0.39528,0.03066,0.16975,-0.66978,0.01721,0.28418,4167,3.48,433,0.008,3.55,0.6,0.55,-84.19540229885058,0.0
2022-02-22 13:00:00,434.0 2022-02-25,429.45,2/25/2022,3.12,0.36297,0.03026,0.16541,-0.64187,0.01567,0.28042,5932,3.03,434,0.011,4.55,0.6,0.47,-84.48844884488449,0.0
2022-02-22 13:00:00,435.0 2022-02-25,429.45,2/25/2022,3.12,0.33144,0.02966,0.15975,-0.60896,0.0149,0.27656,12260,2.67,435,0.013,5.55,0.6,0.33,-87.64044943820225,0.0
2022-02-22 13:00:00,436.0 2022-02-25,429.45,2/25/2022,3.12,0.29968,0.02893,0.15364,-0.57025,0.01358,0.27264,5770,2.29,436,0.015,6.55,0.6,0.27,-88.20960698689956,0.0
2022-02-22 13:00:00,437.0 2022-02-25,429.45,2/25/2022,3.12,0.26905,0.02784,0.14566,-0.52925,0.01223,0.26835,3090,1.98,437,0.018,7.55,0.6,0.22,-88.88888888888889,0.0
2022-02-22 13:00:00,438.0 2022-02-25,429.45,2/25/2022,3.12,0.23902,0.02651,0.13693,-0.48555,0.01038,0.26441,5388,1.6,438,0.02,8.55,0.6,0.18,-88.75,0.0
2022-02-22 13:00:00,439.0 2022-02-25,429.45,2/25/2022,3.12,0.21,0.02509,0.12699,-0.43911,0.00974,0.26066,3048,1.4,439,0.022,9.55,0.6,0.14,-90.0,0.0
2022-02-22 13:00:00,440.0 2022-02-25,429.45,2/25/2022,3.12,0.18259,0.02338,0.11738,-0.39245,0.00844,0.25683,15244,1.09,440,0.025,10.55,0.6,0.12,-88.9908256880734,0.0
2022-02-22 13:00:00,441.0 2022-02-25,429.45,2/25/2022,3.12,0.15702,0.0215,0.10586,-0.34548,0.00662,0.2533,2844,0.91,441,0.027,11.55,0.6,0.1,-89.01098901098901,0.0
2022-02-22 13:00:00,442.0 2022-02-25,429.45,2/25/2022,3.12,0.13342,0.01957,0.09469,-0.30033,0.00619,0.25024,11702,0.72,442,0.029,12.55,0.6,0.08,-88.88888888888889,0.0
2022-02-22 13:00:00,443.0 2022-02-25,429.45,2/25/2022,3.12,0.11182,0.01754,0.08431,-0.25678,0.00505,0.24626,2443,0.58,443,0.032,13.55,0.6,0.07,-87.93103448275862,0.0
