UNDERLYING_LAST,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE
477.69,1/14/2022,9.23,0.10331,0.02485,0.14152,-0.06454,0.01382,0.09177,79.0,0.36,487.0,0.019,9.31
477.69,1/14/2022,9.23,0.4436,0.04681,0.31184,-0.17338,0.05657,0.10739,129.0,2.78,479.0,0.003,1.31
469.22,1/14/2022,8.17,0.35943,0.03719,0.2736,-0.21815,0.04009,0.13739,643.0,2.45,473.0,0.008,3.78
469.22,1/14/2022,8.17,0.37925,0.03741,0.27876,-0.22495,0.0423,0.13867,675.0,2.53,472.5,0.007,3.28
469.22,1/14/2022,8.17,0.39938,0.03737,0.28265,-0.23203,0.04466,0.14118,690.0,2.92,472.0,0.006,2.78
469.22,1/14/2022,8.17,0.2386,0.03332,0.22718,-0.16551,0.02667,0.12684,212.0,1.19,476.0,0.014,6.78
469.22,1/14/2022,8.17,0.27791,0.03515,0.24543,-0.18402,0.03187,0.13073,1286.0,1.63,475.0,0.012,5.78
469.22,1/14/2022,8.17,0.31838,0.03647,0.26079,-0.20137,0.036,0.1339,622.0,2.01,474.0,0.01,4.78
477.69,1/14/2022,9.23,0.53644,0.04454,0.31309,-0.18409,0.06893,0.11305,343.0,3.91,477.0,0.001,-0.69
477.69,1/14/2022,9.23,0.51402,0.04522,0.31402,-0.18332,0.06566,0.11198,260.0,3.64,477.5,0.0,-0.19
477.69,1/14/2022,9.23,0.49108,0.04609,0.31424,-0.17956,0.06351,0.10965,323.0,3.34,478.0,0.001,0.31
469.22,1/14/2022,8.17,0.43855,0.03725,0.28833,-0.24247,0.04938,0.14503,588.0,3.35,471.0,0.004,1.78
477.69,1/14/2022,9.23,0.61695,0.04026,0.30089,-0.18819,0.07891,0.12007,83.0,5.37,475.0,0.006,-2.69
477.69,1/14/2022,9.23,0.57796,0.04258,0.30849,-0.18744,0.07386,0.11679,53.0,4.54,476.0,0.004,-1.69
475.85,1/14/2022,9.08,0.40739,0.04492,0.30287,-0.17642,0.05174,0.11115,1471.0,2.48,478.0,0.005,2.15
475.85,1/14/2022,9.08,0.43073,0.04487,0.30661,-0.1816,0.05476,0.11238,1164.0,2.67,477.5,0.003,1.65
475.85,1/14/2022,9.08,0.45349,0.04463,0.30928,-0.185,0.05748,0.11389,2474.0,2.97,477.0,0.002,1.15
468.46,1/14/2022,9.0,0.10551,0.02027,0.13998,-0.0838,0.01354,0.11798,8165.0,0.45,480.0,0.025,11.54
475.85,1/14/2022,9.08,0.31247,0.04296,0.27596,-0.15213,0.03996,0.10563,3356.0,1.6,480.0,0.009,4.15
475.85,1/14/2022,9.08,0.35926,0.04435,0.29168,-0.165,0.04552,0.10812,1057.0,2.01,479.0,0.007,3.15
477.31,1/14/2022,9.21,0.51912,0.04594,0.31349,-0.18014,0.06663,0.10998,655.0,3.64,477.0,0.001,-0.31
475.85,1/14/2022,9.08,0.54195,0.04244,0.30932,-0.19544,0.06822,0.12031,2807.0,4.12,475.0,0.002,-0.85
475.85,1/14/2022,9.08,0.58096,0.04038,0.30471,-0.19935,0.0726,0.12388,79.0,4.77,474.0,0.004,-1.85
475.85,1/14/2022,9.08,0.49895,0.04376,0.31071,-0.19159,0.0626,0.11738,1056.0,3.53,476.0,0.0,0.15
477.31,1/14/2022,9.21,0.60404,0.04189,0.30322,-0.18456,0.07725,0.11718,94.0,4.86,475.0,0.005,-2.31
477.31,1/14/2022,9.21,0.56322,0.04414,0.30983,-0.18307,0.07211,0.11336,60.0,4.29,476.0,0.003,-1.31
468.46,1/14/2022,9.0,0.12917,0.02308,0.16137,-0.0987,0.0159,0.11976,1982.0,0.62,479.0,0.022,10.54
477.69,1/14/2022,9.23,0.079,0.0206,0.11637,-0.05154,0.01012,0.09112,191.0,0.25,488.0,0.022,10.31
477.69,1/14/2022,9.23,0.06301,0.01707,0.09669,-0.04274,0.00841,0.09134,2.0,0.18,489.0,0.024,11.31
468.46,1/14/2022,9.0,0.3385,0.03495,0.2796,-0.20271,0.04196,0.13748,724.0,2.38,473.0,0.01,4.54
469.22,1/14/2022,8.17,0.56499,0.03401,0.28872,-0.26507,0.06371,0.15823,518.0,5.55,467.5,0.004,-1.72
469.22,1/14/2022,8.17,0.5811,0.03339,0.28587,-0.2662,0.06522,0.16004,546.0,5.88,467.0,0.005,-2.22
477.69,1/14/2022,9.23,0.09141,0.02271,0.12929,-0.05882,0.0114,0.09125,25.0,0.28,487.5,0.021,9.81
468.46,1/14/2022,9.0,0.19298,0.02854,0.20964,-0.13655,0.02397,0.12589,3361.0,1.01,477.0,0.018,8.54
468.46,1/14/2022,9.0,0.17325,0.02731,0.19535,-0.1238,0.02126,0.12267,1674.0,0.92,477.5,0.019,9.04
468.46,1/14/2022,9.0,0.15772,0.02595,0.18423,-0.11487,0.01976,0.12186,2579.0,0.8,478.0,0.02,9.54
468.46,1/14/2022,9.0,0.30031,0.03392,0.2661,-0.1875,0.03718,0.13405,1776.0,1.93,474.0,0.012,5.54
468.46,1/14/2022,9.0,0.26191,0.03267,0.24893,-0.16955,0.0318,0.13042,6559.0,1.56,475.0,0.014,6.54
468.46,1/14/2022,9.0,0.22534,0.03086,0.22934,-0.15178,0.0281,0.12674,2224.0,1.32,476.0,0.016,7.54
462.28,1/14/2022,0.15,0.00354,0.00263,0.00251,-0.00537,0.00025,0.19081,1809.0,0.01,474.0,0.025,11.72
475.86,1/14/2022,9.1,0.18147,0.03428,0.20655,-0.10448,0.023,0.09854,5809.0,0.76,483.0,0.015,7.14
467.92,1/14/2022,8.27,0.3587,0.03457,0.27482,-0.23095,0.04081,0.14704,1.0,2.63,472.0,0.009,4.08
467.92,1/14/2022,8.27,0.33995,0.0343,0.26946,-0.22419,0.03894,0.14572,0.0,2.7,472.5,0.01,4.58
477.24,1/14/2022,9.19,0.08216,0.02094,0.1193,-0.05444,0.0105,0.09254,27.0,0.28,487.5,0.021,10.26
477.24,1/14/2022,9.19,0.07151,0.01902,0.1083,-0.04814,0.00926,0.0918,193.0,0.21,488.0,0.023,10.76
477.24,1/14/2022,9.19,0.05618,0.01559,0.08962,-0.04029,0.00687,0.09307,2.0,0.18,489.0,0.025,11.76
467.92,1/14/2022,8.27,0.21283,0.02933,0.21383,-0.16175,0.02461,0.13503,1.0,1.2,476.0,0.017,8.08
467.92,1/14/2022,8.27,0.18078,0.0271,0.19299,-0.14301,0.02105,0.13225,1.0,0.9,477.0,0.019,9.08
467.92,1/14/2022,8.27,0.16564,0.02587,0.18261,-0.13294,0.01932,0.13062,3.0,0.81,477.5,0.02,9.58
467.92,1/14/2022,8.27,0.32083,0.0339,0.26351,-0.21547,0.03615,0.14355,2.0,2.13,473.0,0.011,5.08
467.92,1/14/2022,8.27,0.28364,0.03284,0.24894,-0.19953,0.03253,0.14017,1.0,1.79,474.0,0.013,6.08
467.92,1/14/2022,8.27,0.24791,0.0313,0.23206,-0.1813,0.028,0.13799,2.0,1.36,475.0,0.015,7.08
475.86,1/14/2022,9.1,0.14548,0.03028,0.17864,-0.08812,0.01866,0.09671,198.0,0.57,484.0,0.017,8.14
460.64,1/14/2022,0.12,0.01219,0.00837,0.00691,-0.01508,0.00056,0.16349,6249.0,0.01,469.0,0.018,8.36
460.64,1/14/2022,0.12,0.0105,0.00709,0.0059,-0.01477,-0.00014,0.18034,14363.0,0.01,470.0,0.02,9.36
460.64,1/14/2022,0.12,0.0095,0.00601,0.00631,-0.01438,0.0005,0.197,5191.0,0.01,471.0,0.022,10.36
460.64,1/14/2022,0.12,0.02804,0.01944,0.0147,-0.0354,0.00012,0.14818,14381.0,0.04,467.0,0.014,6.36
460.64,1/14/2022,0.12,0.02057,0.01493,0.01151,-0.02516,-5e-05,0.14956,7987.0,0.02,467.5,0.015,6.86
460.64,1/14/2022,0.12,0.01968,0.01349,0.01054,-0.02563,-1e-05,0.15812,9132.0,0.03,468.0,0.016,7.36
475.86,1/14/2022,9.1,0.07168,0.01832,0.1062,-0.05004,0.00872,0.09575,288.0,0.22,487.0,0.023,11.14
475.86,1/14/2022,9.1,0.09186,0.02204,0.12823,-0.0607,0.01164,0.096,398.0,0.32,486.0,0.021,10.14
475.86,1/14/2022,9.1,0.11643,0.02602,0.15253,-0.07383,0.01521,0.09609,1589.0,0.42,485.0,0.019,9.14
460.64,1/14/2022,0.12,0.00416,0.00275,0.00288,-0.00459,-0.00037,0.18894,5792.0,0.01,472.0,0.025,11.36
460.64,1/14/2022,0.12,0.00369,0.00258,0.00281,-0.00494,0.00052,0.19606,2702.0,0.01,472.5,0.026,11.86
460.45,1/14/2022,0.1,0.8093,0.08031,0.06,-0.35976,0.0084,0.1539,398.0,3.06,457.5,0.006,-2.95
460.45,1/14/2022,0.1,0.29973,0.11836,0.07661,-0.55461,0.0031,0.13306,44070.0,0.56,462.0,0.003,1.55
460.45,1/14/2022,0.1,0.24218,0.10701,0.06834,-0.41497,0.00289,0.13245,28841.0,0.4,462.5,0.004,2.05
460.45,1/14/2022,0.1,0.19118,0.09367,0.06026,-0.30523,0.00165,0.13171,50064.0,0.3,463.0,0.006,2.55
460.45,1/14/2022,0.1,0.67685,0.11307,0.07913,-0.67498,0.00659,0.14404,3562.0,2.06,459.0,0.003,-1.45
460.45,1/14/2022,0.1,0.55866,0.12934,0.0865,-1.0103,0.0057,0.13835,10581.0,1.4,460.0,0.001,-0.45
460.45,1/14/2022,0.1,0.42624,0.13341,0.08616,-0.91527,0.00474,0.13365,29935.0,0.87,461.0,0.001,0.55
460.45,1/14/2022,0.1,0.0211,0.01593,0.01165,-0.02476,0.00019,0.14563,14974.0,0.03,467.0,0.014,6.55
460.45,1/14/2022,0.1,0.01298,0.01086,0.00711,-0.0153,0.00045,0.14352,8187.0,0.02,467.5,0.015,7.05
460.45,1/14/2022,0.1,0.01259,0.00978,0.00724,-0.015,0.00048,0.15193,10070.0,0.01,468.0,0.016,7.55
460.45,1/14/2022,0.1,0.11522,0.06594,0.0426,-0.16505,0.00132,0.13433,54363.0,0.16,464.0,0.008,3.55
460.45,1/14/2022,0.1,0.0653,0.04251,0.0279,-0.08501,0.00049,0.13582,53365.0,0.09,465.0,0.01,4.55
460.45,1/14/2022,0.1,0.0366,0.02607,0.01773,-0.04459,0.00055,0.14038,27052.0,0.04,466.0,0.012,5.55
460.45,1/14/2022,0.1,0.77112,0.0913,0.06686,-0.4452,0.00806,0.15119,1976.0,2.85,458.0,0.005,-2.45
464.66,1/14/2022,0.0,0.00423,0.00314,0.00289,-0.00496,-0.00027,0.18651,1728.0,0.01,475.0,0.022,10.34
464.66,1/14/2022,0.0,0.00476,0.00375,0.00243,-0.00491,-0.00043,0.17003,1990.0,0.01,474.0,0.02,9.34
464.66,1/14/2022,0.0,0.00462,0.00447,0.00302,-0.00507,0.00016,0.15455,3616.0,0.01,473.0,0.018,8.34
467.92,1/14/2022,8.27,0.15157,0.02451,0.17193,-0.12439,0.01705,0.13017,53.0,0.75,478.0,0.022,10.08
467.92,1/14/2022,8.27,0.12412,0.02184,0.15124,-0.1066,0.0147,0.12835,0.0,0.61,479.0,0.024,11.08
464.66,1/14/2022,0.0,0.00342,0.0027,0.00202,-0.00471,0.0001,0.20175,1843.0,0.01,476.0,0.024,11.34
476.56,1/14/2022,9.17,0.48544,0.04487,0.31223,-0.18505,0.06196,0.11314,1231.0,3.31,477.0,0.001,0.44
476.56,1/14/2022,9.17,0.46193,0.04534,0.31163,-0.18213,0.05853,0.11214,737.0,3.03,477.5,0.002,0.94
476.56,1/14/2022,9.17,0.43878,0.04566,0.30959,-0.1776,0.05547,0.10994,821.0,2.8,478.0,0.003,1.44
476.56,1/14/2022,9.17,0.60951,0.03976,0.30073,-0.19352,0.07726,0.123,9.0,5.21,474.0,0.005,-2.56
476.56,1/14/2022,9.17,0.57053,0.04184,0.30753,-0.19266,0.07224,0.11988,405.0,4.6,475.0,0.003,-1.56
476.56,1/14/2022,9.17,0.52955,0.04352,0.31218,-0.18994,0.06743,0.11619,459.0,3.96,476.0,0.001,-0.56
460.64,1/14/2022,0.12,0.04854,0.03154,0.02292,-0.06575,0.00085,0.1438,23545.0,0.07,466.0,0.012,5.36
468.63,1/14/2022,8.19,0.3602,0.03602,0.27417,-0.22552,0.04067,0.1421,671.0,2.6,472.5,0.008,3.87
468.63,1/14/2022,8.19,0.38006,0.03611,0.27865,-0.23243,0.04267,0.14428,426.0,2.69,472.0,0.007,3.37
468.63,1/14/2022,8.19,0.41925,0.03607,0.28631,-0.24582,0.04732,0.14792,529.0,3.3,471.0,0.005,2.37
477.31,1/14/2022,9.21,0.05472,0.01542,0.08713,-0.03875,0.0072,0.09096,2.0,0.18,489.0,0.025,11.69
467.92,1/14/2022,8.27,0.4332,0.03471,0.28872,-0.25651,0.04902,0.15483,1.0,3.6,470.0,0.004,2.08
468.63,1/14/2022,8.19,0.3407,0.03571,0.26901,-0.2175,0.03825,0.1397,626.0,2.25,473.0,0.009,4.37
468.63,1/14/2022,8.19,0.54377,0.03345,0.29006,-0.27255,0.06092,0.16236,499.0,5.98,467.5,0.002,-1.13
468.63,1/14/2022,8.19,0.56012,0.03288,0.28887,-0.27412,0.06277,0.16352,498.0,5.56,467.0,0.003,-1.63
468.63,1/14/2022,8.19,0.59064,0.03166,0.28467,-0.27704,0.06578,0.16752,289.0,6.98,466.0,0.006,-2.63
468.63,1/14/2022,8.19,0.45722,0.03558,0.29061,-0.25577,0.05152,0.15215,1591.0,3.8,470.0,0.003,1.37
468.63,1/14/2022,8.19,0.49298,0.03494,0.2922,-0.26444,0.05508,0.15634,915.0,4.3,469.0,0.001,0.37
468.63,1/14/2022,8.19,0.52691,0.03395,0.29161,-0.27141,0.05904,0.15972,1081.0,5.0,468.0,0.001,-0.63
477.31,1/14/2022,9.21,0.0708,0.01897,0.10701,-0.04812,0.00888,0.09047,193.0,0.21,488.0,0.022,10.69
468.63,1/14/2022,8.19,0.17217,0.02781,0.18704,-0.13193,0.01987,0.12507,551.0,0.89,477.5,0.019,8.87
468.63,1/14/2022,8.19,0.18902,0.02911,0.19762,-0.14181,0.02102,0.12693,768.0,1.09,477.0,0.018,8.37
468.63,1/14/2022,8.19,0.22386,0.03159,0.21937,-0.16122,0.02559,0.12948,202.0,1.26,476.0,0.016,7.37
468.63,1/14/2022,8.19,0.1038,0.0204,0.13168,-0.08756,0.01203,0.12073,1432.0,0.46,480.0,0.024,11.37
468.63,1/14/2022,8.19,0.12843,0.02342,0.15319,-0.10408,0.01467,0.12186,164.0,0.61,479.0,0.022,10.37
468.63,1/14/2022,8.19,0.15614,0.02638,0.17518,-0.12235,0.01818,0.1236,610.0,0.77,478.0,0.02,9.37
477.31,1/14/2022,9.21,0.1177,0.02742,0.15477,-0.07033,0.01536,0.09109,11.0,0.41,486.0,0.018,8.69
477.31,1/14/2022,9.21,0.09153,0.02305,0.12984,-0.05822,0.01146,0.09102,81.0,0.28,487.0,0.02,9.69
477.31,1/14/2022,9.21,0.07991,0.02079,0.11636,-0.05154,0.01066,0.09,27.0,0.28,487.5,0.021,10.19
468.63,1/14/2022,8.19,0.26178,0.03353,0.23801,-0.18126,0.02926,0.13278,1228.0,1.46,475.0,0.014,6.37
468.63,1/14/2022,8.19,0.30136,0.03492,0.25515,-0.19994,0.03441,0.13612,480.0,1.96,474.0,0.011,5.37
477.31,1/14/2022,9.21,0.14885,0.03204,0.18236,-0.08498,0.01943,0.09227,891.0,0.54,485.0,0.016,7.69
467.92,1/14/2022,8.27,0.39646,0.0348,0.28311,-0.2452,0.04523,0.15129,4.0,3.09,471.0,0.007,3.08
460.64,1/14/2022,0.12,0.772,0.08462,0.06744,-0.47469,0.00852,0.16036,1650.0,3.1,458.0,0.006,-2.64
460.64,1/14/2022,0.12,0.57781,0.1174,0.08701,-1.03549,0.00629,0.14983,5135.0,1.64,460.0,0.001,-0.64
477.24,1/14/2022,9.19,0.15112,0.0317,0.18399,-0.0874,0.01918,0.09376,929.0,0.55,485.0,0.016,7.76
477.24,1/14/2022,9.19,0.11907,0.02724,0.15693,-0.07288,0.01539,0.09234,188.0,0.4,486.0,0.018,8.76
477.24,1/14/2022,9.19,0.09361,0.02303,0.13111,-0.06052,0.01223,0.09243,86.0,0.31,487.0,0.02,9.76
460.64,1/14/2022,0.12,0.23059,0.09569,0.06799,-0.42494,0.00283,0.1428,45141.0,0.42,463.0,0.005,2.36
460.64,1/14/2022,0.12,0.14905,0.07248,0.05145,-0.24494,0.00153,0.14381,47539.0,0.24,464.0,0.007,3.36
460.64,1/14/2022,0.12,0.08597,0.04961,0.0354,-0.12534,0.00071,0.14218,47277.0,0.12,465.0,0.009,4.36
460.64,1/14/2022,0.12,0.45717,0.12216,0.08841,-1.12527,0.00463,0.1461,16414.0,1.11,461.0,0.001,0.36
460.64,1/14/2022,0.12,0.33754,0.11394,0.0812,-0.71515,0.0033,0.14356,35606.0,0.72,462.0,0.003,1.36
460.64,1/14/2022,0.12,0.28227,0.10559,0.07518,-0.56048,0.00312,0.14361,22849.0,0.57,462.5,0.004,1.86
477.24,1/14/2022,9.19,0.18787,0.03603,0.21228,-0.10314,0.02445,0.09551,48.0,0.69,484.0,0.014,6.76
477.24,1/14/2022,9.19,0.51571,0.04544,0.3135,-0.18269,0.06606,0.11132,1029.0,3.62,477.0,0.001,-0.24
477.24,1/14/2022,9.19,0.49298,0.04605,0.31376,-0.18008,0.06255,0.10987,422.0,3.32,477.5,0.001,0.26
477.24,1/14/2022,9.19,0.46881,0.04651,0.31257,-0.17771,0.05965,0.10927,686.0,3.03,478.0,0.002,0.76
475.86,1/14/2022,9.1,0.06331,0.01661,0.09729,-0.0459,0.00822,0.09616,32.0,0.21,487.5,0.024,11.64
477.24,1/14/2022,9.19,0.60081,0.04165,0.30413,-0.187,0.07655,0.11779,112.0,4.78,475.0,0.005,-2.24
477.24,1/14/2022,9.19,0.55915,0.04381,0.3107,-0.18583,0.07114,0.11444,234.0,4.09,476.0,0.003,-1.24
477.24,1/14/2022,9.19,0.27375,0.04297,0.26199,-0.13345,0.03476,0.09834,712.0,1.28,482.0,0.01,4.76
477.24,1/14/2022,9.19,0.25136,0.04153,0.25028,-0.12638,0.03194,0.09796,53.0,1.04,482.5,0.011,5.26
477.24,1/14/2022,9.19,0.22936,0.0398,0.23807,-0.11836,0.02927,0.09663,119.0,0.99,483.0,0.012,5.76
477.24,1/14/2022,9.19,0.42041,0.04697,0.30768,-0.17001,0.0543,0.10565,207.0,2.46,479.0,0.004,1.76
477.24,1/14/2022,9.19,0.37119,0.04661,0.29692,-0.15935,0.04726,0.10369,1033.0,2.04,480.0,0.006,2.76
477.24,1/14/2022,9.19,0.32279,0.04521,0.28166,-0.14721,0.04109,0.10101,557.0,1.49,481.0,0.008,3.76
468.09,1/14/2022,3.1,0.55851,0.0512,0.18899,-0.42086,0.02627,0.16055,11441.0,3.71,467.0,0.002,-1.09
468.09,1/14/2022,3.1,0.60643,0.04859,0.18413,-0.4193,0.02802,0.16497,6583.0,4.39,466.0,0.004,-2.09
468.09,1/14/2022,3.1,0.53282,0.05215,0.19096,-0.42012,0.02451,0.15937,6014.0,3.33,467.5,0.001,-0.59
468.09,1/14/2022,3.1,0.45216,0.05415,0.19015,-0.40119,0.02175,0.15287,8189.0,2.46,469.0,0.002,0.91
468.09,1/14/2022,3.1,0.50704,0.05343,0.19161,-0.41583,0.02341,0.15703,14884.0,3.02,468.0,0.0,-0.09
467.76,1/14/2022,3.12,0.0796,0.02286,0.07183,-0.11519,0.00405,0.1359,1178.0,0.24,477.0,0.02,9.24
467.76,1/14/2022,3.12,0.10505,0.02794,0.08796,-0.14499,0.005,0.13558,1564.0,0.32,476.0,0.018,8.24
467.76,1/14/2022,3.12,0.06895,0.02038,0.06401,-0.09969,0.00386,0.13535,384.0,0.2,477.5,0.021,9.74
467.76,1/14/2022,3.12,0.04329,0.01429,0.04516,-0.06641,0.00211,0.13517,632.0,0.13,479.0,0.024,11.24
467.76,1/14/2022,3.12,0.05989,0.0182,0.05712,-0.0879,0.0029,0.13466,1054.0,0.15,478.0,0.022,10.24
468.09,1/14/2022,3.1,0.14267,0.03517,0.10889,-0.1835,0.00684,0.13318,7072.0,0.49,475.0,0.015,6.91
468.09,1/14/2022,3.1,0.18344,0.04087,0.1281,-0.22487,0.00885,0.1356,3937.0,0.68,474.0,0.013,5.91
468.09,1/14/2022,3.1,0.11001,0.02944,0.09044,-0.14778,0.00535,0.13313,1733.0,0.34,476.0,0.017,7.91
468.09,1/14/2022,3.1,0.07251,0.02157,0.06717,-0.10406,0.00337,0.13306,409.0,0.22,477.5,0.02,9.41
468.09,1/14/2022,3.1,0.08228,0.02387,0.07361,-0.11446,0.0038,0.13223,1346.0,0.25,477.0,0.019,8.91
468.09,1/14/2022,3.1,0.3393,0.05276,0.17583,-0.34743,0.01613,0.14454,3553.0,1.56,471.0,0.006,2.91
468.09,1/14/2022,3.1,0.39545,0.05422,0.18472,-0.37808,0.01866,0.14779,25325.0,1.97,470.0,0.004,1.91
468.09,1/14/2022,3.1,0.28317,0.05003,0.16213,-0.31001,0.01323,0.14141,11145.0,1.18,472.0,0.008,3.91
468.09,1/14/2022,3.1,0.23113,0.04601,0.14654,-0.26889,0.01157,0.13821,2112.0,0.89,473.0,0.01,4.91
468.09,1/14/2022,3.1,0.2571,0.04816,0.1544,-0.28897,0.01231,0.13929,2251.0,1.04,472.5,0.009,4.41
466.96,1/14/2022,7.02,0.18524,0.03463,0.1815,-0.13425,0.01802,0.11366,1992.0,0.75,474.0,0.015,7.04
466.96,1/14/2022,7.02,0.14857,0.03066,0.15747,-0.11282,0.01411,0.11134,6433.0,0.55,475.0,0.017,8.04
466.96,1/14/2022,7.02,0.22771,0.03817,0.20529,-0.15656,0.02257,0.11635,1805.0,0.99,473.0,0.013,6.04
466.96,1/14/2022,7.02,0.27273,0.04091,0.22628,-0.17876,0.02713,0.11947,2233.0,1.3,472.0,0.011,5.04
466.96,1/14/2022,7.02,0.24956,0.03969,0.21545,-0.16782,0.02468,0.1174,860.0,1.14,472.5,0.012,5.54
466.96,1/14/2022,7.02,0.0696,0.0183,0.09146,-0.06078,0.00714,0.10774,1121.0,0.23,478.0,0.024,11.04
467.76,1/14/2022,3.12,0.17696,0.03889,0.12554,-0.22472,0.00897,0.13869,3782.0,0.63,474.0,0.013,6.24
466.96,1/14/2022,7.02,0.07991,0.02019,0.10085,-0.06837,0.00835,0.10816,872.0,0.27,477.5,0.023,10.54
466.96,1/14/2022,7.02,0.11699,0.02635,0.13411,-0.09357,0.01201,0.1097,1749.0,0.43,476.0,0.019,9.04
466.96,1/14/2022,7.02,0.09029,0.02216,0.11072,-0.07497,0.00836,0.10807,1753.0,0.3,477.0,0.021,10.04
466.96,1/14/2022,7.02,0.54523,0.04162,0.2695,-0.25335,0.05347,0.14044,3723.0,4.22,466.0,0.002,-0.96
466.96,1/14/2022,7.02,0.50309,0.04289,0.27126,-0.24854,0.04934,0.13634,6043.0,3.6,467.0,0.0,0.04
466.96,1/14/2022,7.02,0.58452,0.04004,0.26471,-0.25501,0.05679,0.14332,1629.0,5.06,465.0,0.004,-1.96
467.76,1/14/2022,3.12,0.13863,0.03341,0.10668,-0.18374,0.00682,0.13672,6008.0,0.47,475.0,0.015,7.24
466.96,1/14/2022,7.02,0.62226,0.03817,0.25826,-0.25362,0.06009,0.14673,856.0,5.61,464.0,0.006,-2.96
466.96,1/14/2022,7.02,0.36701,0.0439,0.25619,-0.21559,0.03595,0.12611,10565.0,2.06,470.0,0.007,3.04
466.96,1/14/2022,7.02,0.31935,0.04274,0.24311,-0.19801,0.03166,0.12307,2399.0,1.7,471.0,0.009,4.04
466.96,1/14/2022,7.02,0.41323,0.04421,0.26534,-0.22965,0.04072,0.12914,3512.0,2.57,469.0,0.004,2.04
466.96,1/14/2022,7.02,0.48113,0.04342,0.27072,-0.24571,0.04685,0.13526,2925.0,3.32,467.5,0.001,0.54
466.96,1/14/2022,7.02,0.45946,0.04382,0.26983,-0.24136,0.0447,0.1335,3929.0,3.13,468.0,0.002,1.04
468.09,1/14/2022,3.1,0.06368,0.0194,0.06032,-0.09249,0.00263,0.13369,1099.0,0.18,478.0,0.021,9.91
468.47,1/14/2022,3.08,0.3597,0.05348,0.17873,-0.3612,0.01763,0.1457,4420.0,1.67,471.0,0.005,2.53
467.47,1/14/2022,7.04,0.60274,0.03867,0.2625,-0.25774,0.05894,0.14587,1449.0,5.33,465.0,0.005,-2.47
468.47,1/14/2022,3.08,0.30266,0.05124,0.16775,-0.32581,0.0149,0.14261,12595.0,1.29,472.0,0.008,3.53
468.47,1/14/2022,3.08,0.25059,0.04743,0.15292,-0.2872,0.01222,0.14021,2663.0,0.96,473.0,0.01,4.53
468.47,1/14/2022,3.08,0.2768,0.0495,0.15992,-0.30712,0.01367,0.14175,2772.0,1.16,472.5,0.009,4.03
467.47,1/14/2022,7.04,0.48246,0.04298,0.27163,-0.24727,0.04727,0.13588,3297.0,3.44,468.0,0.001,0.53
467.47,1/14/2022,7.04,0.43789,0.04381,0.26901,-0.2369,0.04258,0.13204,3346.0,2.92,469.0,0.003,1.53
467.47,1/14/2022,7.04,0.50363,0.0425,0.27241,-0.25133,0.04923,0.13748,2528.0,3.77,467.5,0.0,0.03
467.47,1/14/2022,7.04,0.56494,0.04035,0.26867,-0.25728,0.05565,0.14297,3509.0,4.72,466.0,0.003,-1.47
467.47,1/14/2022,7.04,0.5246,0.04183,0.27134,-0.25368,0.05141,0.13906,5276.0,4.07,467.0,0.001,-0.47
468.47,1/14/2022,3.08,0.0535,0.01685,0.05262,-0.07999,0.00296,0.13497,838.0,0.14,479.0,0.022,10.53
468.47,1/14/2022,3.08,0.06946,0.02096,0.06481,-0.10031,0.00363,0.13373,1482.0,0.2,478.0,0.02,9.53
468.47,1/14/2022,3.08,0.04029,0.01327,0.04148,-0.06252,0.00212,0.13576,3946.0,0.1,480.0,0.025,11.53
468.38,1/14/2022,3.06,0.57237,0.05112,0.1872,-0.42051,0.02614,0.16061,12652.0,3.78,467.0,0.003,-1.38
468.38,1/14/2022,3.06,0.61987,0.04823,0.18206,-0.41769,0.02851,0.16551,6937.0,4.47,466.0,0.005,-2.38
468.47,1/14/2022,3.08,0.15814,0.03725,0.11617,-0.20283,0.00784,0.13516,7922.0,0.53,475.0,0.014,6.53
468.47,1/14/2022,3.08,0.20098,0.04277,0.13493,-0.24393,0.01006,0.1376,4190.0,0.72,474.0,0.012,5.53
468.47,1/14/2022,3.08,0.12264,0.03156,0.09748,-0.16379,0.00547,0.13431,1846.0,0.37,476.0,0.016,7.53
468.47,1/14/2022,3.08,0.08151,0.02346,0.07291,-0.11588,0.00442,0.13376,547.0,0.24,477.5,0.019,9.03
468.47,1/14/2022,3.08,0.09241,0.02595,0.08046,-0.12894,0.0041,0.13387,1544.0,0.28,477.0,0.018,8.53
468.47,1/14/2022,3.08,0.47202,0.05407,0.19043,-0.40891,0.02194,0.15426,10252.0,2.65,469.0,0.001,0.53
468.47,1/14/2022,3.08,0.52519,0.05266,0.19003,-0.41935,0.02487,0.15798,15950.0,3.22,468.0,0.001,-0.47
468.47,1/14/2022,3.08,0.41618,0.05443,0.18693,-0.38943,0.02022,0.14946,27017.0,2.14,470.0,0.003,1.53
467.47,1/14/2022,7.04,0.08171,0.02044,0.10272,-0.06982,0.00831,0.10852,1065.0,0.27,478.0,0.023,10.53
467.47,1/14/2022,7.04,0.06382,0.01685,0.08573,-0.05681,0.00587,0.1091,1174.0,0.2,479.0,0.025,11.53
468.09,1/14/2022,3.1,0.03413,0.01163,0.03645,-0.05227,0.00147,0.13377,3504.0,0.09,480.0,0.025,11.91
