QUOTE_READTIME,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,INFLATION%,PRICECLOSE,ROI %,y,VIX PRICE,AVG SCORE,MED SCORE,SEN IND AVG NUM,SEN IND MED NUM
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.62598,0.05055,0.21136,-0.28773,0.03788,0.13515,1,4.26,474,0.005,-2.43,0.8,0.55,-87.08920187793427,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.01171,0.00474,0.01717,-0.01484,0.00056,0.114,0,0.01,491,0.031,14.57,0.8,0.01,0.0,2.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.01569,0.00635,0.02257,-0.01973,0.00132,0.11196,0,0.02,490,0.028,13.57,0.8,0.02,0.0,2.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.02331,0.00888,0.03151,-0.02878,0.00105,0.1129,0,0.03,489,0.026,12.57,0.8,0.01,-66.66666666666666,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.02852,0.01072,0.03713,-0.03303,0.00202,0.10768,0,0.04,488,0.024,11.57,0.8,0.01,-75.0,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.0391,0.01429,0.04786,-0.04425,0.00209,0.10749,0,0.06,487,0.022,10.57,0.8,0.01,-83.33333333333333,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.07657,0.02406,0.08136,-0.07918,0.00486,0.10703,0,0.12,485,0.018,8.57,0.8,0.03,-75.0,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.10348,0.03001,0.10159,-0.102,0.00635,0.10735,0,0.19,484,0.016,7.57,0.8,0.03,-84.21052631578947,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.13999,0.03651,0.12491,-0.13086,0.00907,0.1094,5,0.44,483,0.014,6.57,0.8,0.04,-90.9090909090909,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.0553,0.01868,0.06334,-0.0607,0.00342,0.10757,0,0.08,486,0.02,9.57,0.8,0.02,-75.0,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.22938,0.04873,0.17001,-0.18849,0.01505,0.11162,0,0.59,481,0.01,4.57,0.8,0.07,-88.13559322033898,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.28555,0.05342,0.18943,-0.21847,0.01853,0.11426,3,1.14,480,0.007,3.57,0.8,0.09,-92.10526315789474,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.3441,0.05669,0.20539,-0.243,0.02228,0.11651,18,1.47,479,0.005,2.57,0.8,0.11,-92.51700680272108,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.4046,0.05815,0.21613,-0.26381,0.02541,0.11971,0,1.51,478,0.003,1.57,0.8,0.15,-90.06622516556291,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.46442,0.0576,0.22168,-0.28057,0.02945,0.12402,161,2.46,477,0.001,0.57,0.8,0.21,-91.46341463414636,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.52223,0.05633,0.22191,-0.28818,0.03208,0.12704,22,3.04,476,0.001,-0.43,0.8,0.29,-90.46052631578948,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.57735,0.05466,0.21805,-0.28592,0.03511,0.12942,32,3.62,475,0.003,-1.43,0.8,0.39,-89.22651933701657,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 09:30:00,476.43,1/7/2022,4.27,0.18152,0.04295,0.14686,-0.15945,0.01129,0.11027,1,0.6,482,0.012,5.57,0.8,0.06,-90.0,0.0,17.68,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.06723,0.02179,0.07309,-0.0716,0.00476,0.10744,382,0.21,484,0.019,8.98,0.8,0.03,-85.71428571428572,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.00704,0.00305,0.01087,-0.00977,0.00063,0.1156,15,0.02,491,0.034,15.98,0.8,0.01,-50.0,1.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.01132,0.00449,0.01672,-0.01538,0.00097,0.11676,317,0.03,490,0.032,14.98,0.8,0.02,-33.33333333333333,1.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.01369,0.00562,0.02023,-0.01759,0.00136,0.1131,40,0.04,489,0.029,13.98,0.8,0.01,-75.0,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.01935,0.00766,0.02722,-0.02514,0.00114,0.11241,83,0.05,488,0.027,12.98,0.8,0.01,-80.0,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.03557,0.01293,0.04427,-0.04123,0.0026,0.10851,718,0.09,486,0.023,10.98,0.8,0.02,-77.77777777777779,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.05042,0.01712,0.05784,-0.05549,0.00336,0.10853,947,0.13,485,0.021,9.98,0.8,0.03,-76.92307692307693,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.09431,0.02774,0.09432,-0.09594,0.00637,0.10951,254,0.28,483,0.017,7.98,0.8,0.04,-85.71428571428572,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.02391,0.00945,0.03246,-0.02907,0.00147,0.10831,137,0.06,487,0.025,11.98,0.8,0.01,-83.33333333333333,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.16673,0.04041,0.1392,-0.15243,0.01053,0.11131,456,0.54,481,0.013,5.98,0.8,0.07,-87.03703703703704,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.49954,0.05716,0.22116,-0.2865,0.03056,0.12579,1513,2.75,475,0.0,-0.02,0.8,0.39,-85.81818181818181,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.44251,0.05748,0.21924,-0.27843,0.02812,0.12416,1372,2.25,476,0.002,0.98,0.8,0.29,-87.11111111111111,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.38188,0.0572,0.21111,-0.2609,0.02404,0.12075,1606,1.76,477,0.004,1.98,0.8,0.21,-88.06818181818183,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.5553,0.05516,0.21863,-0.2906,0.03403,0.12962,454,3.35,474,0.002,-1.02,0.8,0.55,-83.5820895522388,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.32289,0.05492,0.19891,-0.23999,0.02073,0.11781,1374,1.36,478,0.006,2.98,0.8,0.15,-88.97058823529413,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.2666,0.05129,0.18209,-0.21266,0.01701,0.11508,734,1.04,479,0.008,3.98,0.8,0.11,-89.42307692307693,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.21442,0.04626,0.16203,-0.18471,0.01387,0.11358,3613,0.75,480,0.01,4.98,0.8,0.09,-88.0,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:00:00,475.02,1/7/2022,4.25,0.12673,0.03409,0.11659,-0.12343,0.00859,0.11065,462,0.38,482,0.015,6.98,0.8,0.06,-84.21052631578947,0.0,18.11,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.13237,0.03795,0.11958,-0.11793,0.00828,0.10177,412,0.36,483,0.013,6.28,0.8,0.04,-88.88888888888889,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.01271,0.0054,0.01787,-0.01516,0.00125,0.10487,392,0.03,490,0.028,13.28,0.8,0.02,-33.33333333333333,1.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.01684,0.0074,0.02434,-0.0202,0.00157,0.10336,53,0.04,489,0.026,12.28,0.8,0.01,-75.0,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.02493,0.01032,0.03339,-0.02925,0.00179,0.10357,84,0.05,488,0.024,11.28,0.8,0.01,-80.0,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.0336,0.0135,0.04296,-0.03636,0.0024,0.10047,205,0.06,487,0.022,10.28,0.8,0.01,-83.33333333333333,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.04671,0.01773,0.05436,-0.04812,0.00291,0.09878,738,0.09,486,0.019,9.28,0.8,0.02,-77.77777777777779,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.06832,0.02368,0.07346,-0.06743,0.00476,0.09995,1105,0.16,485,0.017,8.28,0.8,0.03,-81.25,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.0945,0.03043,0.09493,-0.08833,0.00605,0.10023,503,0.27,484,0.015,7.28,0.8,0.03,-88.88888888888889,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.01165,0.00487,0.0168,-0.01523,0.00087,0.11225,98,0.01,491,0.03,14.28,0.8,0.01,0.0,2.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.17757,0.04539,0.14501,-0.1475,0.01103,0.10322,737,0.54,482,0.011,5.28,0.8,0.06,-88.88888888888889,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.29127,0.05692,0.19102,-0.21136,0.01883,0.10896,4607,1.09,480,0.007,3.28,0.8,0.09,-91.74311926605505,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.35342,0.0603,0.20623,-0.23615,0.02195,0.11143,1246,1.45,479,0.005,2.28,0.8,0.11,-92.41379310344828,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.41745,0.06168,0.21717,-0.2552,0.02651,0.11422,2053,1.9,478,0.003,1.28,0.8,0.15,-92.10526315789474,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.48033,0.06117,0.22125,-0.26774,0.02964,0.11744,2840,2.39,477,0.001,0.28,0.8,0.21,-91.21338912133892,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.54118,0.05946,0.22061,-0.27238,0.03366,0.12068,3427,2.98,476,0.002,-0.72,0.8,0.29,-90.26845637583892,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.59814,0.05673,0.2151,-0.26963,0.03581,0.12326,3154,3.54,475,0.004,-1.72,0.8,0.39,-88.98305084745762,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.65063,0.05312,0.20602,-0.26242,0.03827,0.12657,788,4.25,474,0.006,-2.72,0.8,0.55,-87.05882352941177,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 10:30:00,476.72,1/7/2022,4.23,0.23094,0.05192,0.16948,-0.18055,0.01449,0.10525,592,0.77,481,0.009,4.28,0.8,0.07,-90.9090909090909,0.0,17.25,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.05391,0.02001,0.06125,-0.0544,0.00335,0.09928,1215,0.12,485,0.019,8.83,0.8,0.03,-75.0,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.03872,0.01507,0.04681,-0.04083,0.00277,0.0998,784,0.09,486,0.021,9.83,0.8,0.02,-77.77777777777779,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.0265,0.01093,0.03419,-0.02851,0.00193,0.09989,209,0.06,487,0.023,10.83,0.8,0.01,-83.33333333333333,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.00716,0.00344,0.0115,-0.00961,0.00021,0.1091,99,0.02,491,0.031,14.83,0.8,0.01,-50.0,1.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.01217,0.00574,0.01797,-0.01506,0.00079,0.10246,53,0.04,489,0.027,12.83,0.8,0.01,-75.0,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.01137,0.00514,0.01743,-0.01482,0.00097,0.10902,465,0.02,490,0.029,13.83,0.8,0.02,0.0,2.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.07839,0.02648,0.08205,-0.0762,0.00521,0.09985,567,0.21,484,0.016,7.83,0.8,0.03,-85.71428571428572,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.02099,0.00873,0.02821,-0.02418,0.00149,0.10443,98,0.05,488,0.025,11.83,0.8,0.01,-80.0,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.10976,0.03372,0.1049,-0.10116,0.00711,0.10111,485,0.28,483,0.014,6.83,0.8,0.04,-85.71428571428572,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.44552,0.06164,0.21832,-0.26285,0.02812,0.11641,3898,2.03,477,0.002,0.83,0.8,0.21,-89.65517241379311,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.20024,0.04843,0.15621,-0.16313,0.01263,0.10484,692,0.61,481,0.01,4.83,0.8,0.07,-88.52459016393442,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.25587,0.0545,0.17876,-0.19393,0.0167,0.10683,5825,0.9,480,0.008,3.83,0.8,0.09,-90.0,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.31779,0.05878,0.19779,-0.22203,0.01999,0.10957,1644,1.19,479,0.006,2.83,0.8,0.11,-90.7563025210084,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.38174,0.06119,0.21082,-0.24593,0.02389,0.11256,2391,1.6,478,0.004,1.83,0.8,0.15,-90.625,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.15015,0.04129,0.12947,-0.12931,0.00931,0.10154,842,0.42,482,0.012,5.83,0.8,0.06,-85.71428571428572,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.50787,0.06058,0.22031,-0.27194,0.03151,0.11885,4213,2.65,476,0.0,-0.17,0.8,0.29,-89.05660377358491,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.56664,0.05814,0.21792,-0.27439,0.03423,0.1228,3453,3.2,475,0.002,-1.17,0.8,0.39,-87.8125,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:00:00,476.17,1/7/2022,4.21,0.62111,0.05483,0.21107,-0.27113,0.03735,0.12584,894,3.95,474,0.005,-2.17,0.8,0.55,-86.07594936708861,0.0,17.27,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.01136,0.0048,0.01662,-0.01507,0.00037,0.11433,490,0.02,490,0.03,14.5,0.8,0.02,0.0,2.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.01237,0.00528,0.01777,-0.01463,0.00117,0.10742,135,0.03,489,0.028,13.5,0.8,0.01,-66.66666666666666,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.01714,0.00716,0.02375,-0.02052,0.00147,0.10618,168,0.03,488,0.026,12.5,0.8,0.01,-66.66666666666666,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.02197,0.00912,0.02888,-0.02404,0.001,0.1026,293,0.05,487,0.024,11.5,0.8,0.01,-80.0,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.03015,0.01235,0.03834,-0.03294,0.00143,0.10138,800,0.06,486,0.022,10.5,0.8,0.02,-66.66666666666666,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.04598,0.01713,0.05393,-0.04887,0.00328,0.10209,1406,0.11,485,0.02,9.5,0.8,0.03,-72.72727272727273,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.06367,0.02244,0.07016,-0.06484,0.0038,0.10099,639,0.15,484,0.018,8.5,0.8,0.03,-80.0,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.09074,0.02912,0.09082,-0.08756,0.00623,0.10163,773,0.24,483,0.016,7.5,0.8,0.04,-83.33333333333333,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.00713,0.00321,0.01144,-0.00944,0.00082,0.11387,121,0.01,491,0.033,15.5,0.8,0.01,0.0,2.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.16998,0.04368,0.14011,-0.1465,0.0108,0.10537,800,0.53,481,0.012,5.5,0.8,0.07,-86.79245283018868,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.58315,0.05611,0.21478,-0.28047,0.03498,0.12604,1001,3.42,474,0.003,-1.5,0.8,0.55,-83.91812865497076,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.52728,0.05889,0.21938,-0.28,0.03219,0.12251,4491,2.9,475,0.001,-0.5,0.8,0.39,-86.55172413793103,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.46741,0.06034,0.21971,-0.27305,0.02924,0.12018,4960,2.34,476,0.001,0.5,0.8,0.29,-87.6068376068376,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.12587,0.03638,0.11494,-0.11516,0.00844,0.10352,974,0.33,482,0.014,6.5,0.8,0.06,-81.81818181818183,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.3416,0.05884,0.20234,-0.23838,0.0216,0.11331,2759,1.42,478,0.005,2.5,0.8,0.15,-89.43661971830986,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.2802,0.05532,0.18638,-0.21076,0.01745,0.11076,2063,1.04,479,0.007,3.5,0.8,0.11,-89.42307692307693,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.22219,0.05019,0.16466,-0.1798,0.01452,0.10748,6715,0.75,480,0.009,4.5,0.8,0.09,-88.0,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 11:30:00,475.5,1/7/2022,4.19,0.40465,0.06043,0.21416,-0.2591,0.02464,0.11608,4688,1.77,477,0.003,1.5,0.8,0.21,-88.13559322033898,0.0,17.45,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.08491,0.02777,0.08583,-0.08222,0.00585,0.10172,1038,0.2,483,0.016,7.64,0.8,0.04,-80.0,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.0111,0.00465,0.01638,-0.01531,0.00079,0.11553,524,0.02,490,0.031,14.64,0.8,0.02,0.0,2.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.01158,0.00517,0.01789,-0.01492,0.00084,0.10866,208,0.02,489,0.029,13.64,0.8,0.01,-50.0,1.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.01656,0.0071,0.02314,-0.01979,0.00081,0.10703,186,0.03,488,0.027,12.64,0.8,0.01,-66.66666666666666,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.02116,0.00895,0.02881,-0.02429,0.00129,0.10351,301,0.04,487,0.024,11.64,0.8,0.01,-75.0,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.02944,0.01209,0.03794,-0.03327,0.00143,0.10283,910,0.07,486,0.022,10.64,0.8,0.02,-71.42857142857143,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.03852,0.01544,0.04675,-0.04121,0.00231,0.09896,1503,0.08,485,0.02,9.64,0.8,0.03,-62.5,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.05798,0.02103,0.06478,-0.05839,0.004,0.10019,755,0.13,484,0.018,8.64,0.8,0.03,-76.92307692307693,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.00772,0.00314,0.01164,-0.00925,0.00015,0.11491,122,0.02,491,0.033,15.64,0.8,0.01,-50.0,1.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.11592,0.03495,0.1087,-0.10655,0.00784,0.10117,1016,0.33,482,0.014,6.64,0.8,0.06,-81.81818181818183,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.211,0.04945,0.15951,-0.1721,0.01323,0.10609,7487,0.69,480,0.01,4.64,0.8,0.09,-86.95652173913044,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.26775,0.05516,0.18117,-0.20283,0.01715,0.10909,2396,0.97,479,0.008,3.64,0.8,0.11,-88.65979381443299,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.32933,0.05903,0.1994,-0.23098,0.02088,0.11187,3278,1.34,478,0.006,2.64,0.8,0.15,-88.80597014925374,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.39367,0.06101,0.21159,-0.25323,0.02415,0.11495,5222,1.76,477,0.003,1.64,0.8,0.21,-88.06818181818183,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.45633,0.06129,0.21863,-0.26845,0.02821,0.11809,6326,2.24,476,0.001,0.64,0.8,0.29,-87.05357142857143,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.51795,0.05975,0.21924,-0.27712,0.03187,0.12169,6248,2.76,475,0.001,-0.36,0.8,0.39,-85.86956521739131,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.57563,0.05732,0.21603,-0.27866,0.03447,0.12479,1886,3.41,474,0.003,-1.36,0.8,0.55,-83.87096774193549,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:00:00,475.36,1/7/2022,4.17,0.1597,0.04252,0.13404,-0.13766,0.00988,0.10394,882,0.49,481,0.012,5.64,0.8,0.07,-85.71428571428571,0.0,17.42,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.06647,0.02399,0.07205,-0.06485,0.00443,0.0973,1643,0.16,484,0.017,8.07,0.8,0.03,-81.25,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.00713,0.00333,0.01148,-0.00949,2e-05,0.11173,124,0.02,491,0.032,15.07,0.8,0.01,-50.0,1.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.01159,0.005,0.01756,-0.01458,0.00056,0.11133,524,0.02,490,0.03,14.07,0.8,0.02,0.0,2.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.01219,0.00562,0.01836,-0.01471,0.00112,0.10549,466,0.03,489,0.027,13.07,0.8,0.01,-66.66666666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.01748,0.00753,0.02427,-0.02005,0.00125,0.10369,286,0.03,488,0.025,12.07,0.8,0.01,-66.66666666666666,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.03102,0.01301,0.03899,-0.03338,0.00234,0.09837,948,0.07,486,0.021,10.07,0.8,0.02,-71.42857142857143,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.04756,0.01823,0.05472,-0.04871,0.00295,0.09801,1834,0.1,485,0.019,9.07,0.8,0.03,-70.0,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.09614,0.03142,0.09475,-0.08998,0.00587,0.09908,1205,0.25,483,0.015,7.07,0.8,0.04,-84.0,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.02254,0.00965,0.02959,-0.02477,0.00168,0.09948,410,0.05,487,0.023,11.07,0.8,0.01,-80.0,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.18061,0.04698,0.14498,-0.14899,0.01087,0.10166,1016,0.53,481,0.011,5.07,0.8,0.07,-86.79245283018868,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.5536,0.06028,0.2169,-0.27141,0.03343,0.12024,6799,3.07,475,0.002,-0.93,0.8,0.39,-87.29641693811074,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.49308,0.06257,0.21889,-0.26709,0.02988,0.11649,7451,2.46,476,0.0,0.07,0.8,0.29,-88.21138211382113,0.0,17.22,0.19664881,0.0258,0,0
2022-01-03 12:30:00,475.93,1/7/2022,4.15,0.42847,0.06327,0.21584,-0.2562,0.02646,0.11277,5923,1.94,477,0.002,1.07,0.8,0.21,-89.17525773195875,0.0,17.22,0.19664881,0.0258,0,0
